player+team,rounds_played,vlr_rating,acs,kd,kast,adr,kpr,apr,dpr,fkpr,fdpr,hs_percent,cl_percent,group,year
EveRNTZ,280,1.0,172.7,0.98,0.76,109.1,0.61,0.45,0.62,0.07,0.08,0.32,0.15,gc,2023
LeinadVX3,261,1.0,172.5,0.99,0.73,108.4,0.64,0.41,0.65,0.04,0.04,0.32,0.18,challengers,2023
GiantaRFS,646,1.0,172.3,0.95,0.76,114.1,0.62,0.39,0.65,0.07,0.05,0.28,0.16,gc,2024
TortianPRG,251,1.0,172.2,0.9,0.75,112.7,0.57,0.51,0.63,0.06,0.1,0.16,0.27,gc,2024
yomanGE,304,1.0,172.1,1.0,0.74,108.5,0.61,0.31,0.61,0.06,0.06,0.3,0.06,vct,2025
starkkFLK,1038,1.0,171.5,0.96,0.73,110.6,0.61,0.44,0.63,0.07,0.07,0.25,0.11,challengers,2023
mizubabe,615,1.0,171.3,0.96,0.71,116.4,0.62,0.35,0.64,0.05,0.07,0.33,0.18,gc,2025
ZenoALG,583,1.0,170.0,0.89,0.79,109.5,0.62,0.44,0.7,0.11,0.09,0.23,0.24,challengers,2023
Ye,242,1.0,168.1,0.97,0.72,109.9,0.59,0.25,0.6,0.04,0.07,0.31,0.11,gc,2025
ninzakarFMG.GC,229,1.0,167.9,0.95,0.72,110.4,0.61,0.39,0.64,0.04,0.07,0.3,0.13,gc,2024
docas,249,1.0,166.3,0.95,0.72,114.2,0.61,0.33,0.65,0.06,0.04,0.4,0.16,challengers,2024
VagueMR,213,1.0,166.2,1.01,0.73,103.0,0.58,0.31,0.58,0.08,0.03,0.23,0.33,gc,2023
NoorTWIS.O,902,1.0,162.7,0.98,0.76,110.0,0.59,0.36,0.6,0.06,0.07,0.28,0.19,gc,2024
ICHI,210,1.0,161.9,0.96,0.73,118.5,0.59,0.27,0.61,0.03,0.04,0.23,0.05,challengers,2023
tenjiRZN,281,1.0,158.5,0.93,0.75,109.3,0.58,0.5,0.62,0.04,0.07,0.35,0.08,challengers,2024
MahaXO.V,520,1.0,153.9,0.98,0.74,101.4,0.58,0.33,0.59,0.03,0.05,0.19,0.21,gc,2023
nothing,274,0.99,247.9,0.99,0.62,160.2,0.82,0.2,0.83,0.21,0.28,0.2,0.22,gc,2025
Bungkus Kado,238,0.99,243.5,1.06,0.68,153.7,0.85,0.15,0.8,0.21,0.2,0.28,0.09,challengers,2024
LewNBBL,324,0.99,238.7,1.04,0.68,152.4,0.82,0.17,0.79,0.24,0.19,0.25,0.17,challengers,2023
DiaDRX.C,458,0.99,238.3,1.03,0.7,153.4,0.8,0.22,0.78,0.26,0.23,0.27,0.04,gc,2024
zylinaAUR,393,0.99,237.4,1.06,0.68,151.3,0.82,0.22,0.77,0.22,0.21,0.22,0.25,gc,2025
MityMaidenNKG,287,0.99,236.9,0.98,0.64,155.6,0.81,0.16,0.82,0.19,0.24,0.22,0.13,gc,2024
Valone,535,0.99,236.3,1.03,0.67,153.3,0.81,0.19,0.79,0.19,0.22,0.32,0.19,gc,2024
PuffyShru,992,0.99,233.4,1.02,0.69,147.3,0.79,0.25,0.77,0.18,0.16,0.23,0.16,gc,2023
RynGnG.W,817,0.99,231.9,1.07,0.71,150.4,0.82,0.22,0.76,0.18,0.18,0.22,0.22,gc,2023
indraaStac,511,0.99,230.8,1.02,0.68,149.9,0.79,0.22,0.77,0.18,0.16,0.23,0.09,challengers,2024
snappyTLN.AC,617,0.99,230.3,1.02,0.69,148.3,0.79,0.19,0.77,0.18,0.16,0.25,0.07,challengers,2025
GonchzCHV,382,0.99,230.2,1.04,0.69,152.2,0.82,0.19,0.79,0.17,0.18,0.28,0.43,challengers,2024
QutionerXEF,575,0.99,230.0,1.0,0.71,153.0,0.79,0.19,0.79,0.2,0.14,0.26,0.09,vct,2024
TaeMin,201,0.99,229.7,1.02,0.71,143.3,0.76,0.2,0.75,0.16,0.19,0.26,0.1,challengers,2023
Nhatthong2kBAAM,985,0.99,229.0,1.05,0.71,145.9,0.79,0.19,0.75,0.2,0.18,0.24,0.18,challengers,2023
Alice,265,0.99,228.8,0.98,0.68,154.6,0.78,0.22,0.8,0.21,0.22,0.27,0.09,gc,2024
leannieBPIX,394,0.99,228.7,1.02,0.66,148.1,0.75,0.18,0.74,0.2,0.18,0.21,0.19,gc,2023
Allyora,577,0.99,226.5,0.93,0.69,151.3,0.75,0.35,0.81,0.14,0.13,0.2,0.2,gc,2024
AnoxaiKBG,621,0.99,226.4,0.96,0.63,152.7,0.78,0.17,0.82,0.19,0.18,0.23,0.09,challengers,2023
RiverDSY.GC,926,0.99,226.2,1.04,0.72,149.0,0.79,0.22,0.76,0.18,0.17,0.23,0.12,gc,2023
XIIFPX,251,0.99,225.8,1.04,0.7,144.3,0.77,0.17,0.74,0.2,0.17,0.24,0.24,challengers,2023
chaseOLP,982,0.99,225.2,1.06,0.7,144.3,0.79,0.17,0.75,0.19,0.18,0.24,0.19,challengers,2023
riyaJDG,589,0.99,225.0,1.01,0.68,142.6,0.78,0.19,0.77,0.21,0.19,0.23,0.16,challengers,2023
CupidyOthe,227,0.99,224.9,1.0,0.68,148.6,0.78,0.19,0.78,0.21,0.16,0.22,0.05,gc,2023
garnetSNKT,620,0.99,224.8,1.02,0.7,146.5,0.77,0.15,0.75,0.19,0.15,0.24,0.11,vct,2023
BiaO2G,335,0.99,224.1,1.05,0.7,143.6,0.79,0.15,0.76,0.21,0.19,0.22,0.08,challengers,2023
Pinky DDGL,1129,0.99,224.0,1.03,0.69,148.2,0.78,0.17,0.75,0.17,0.18,0.29,0.16,gc,2024
ViviCEL,789,0.99,223.9,1.01,0.67,146.7,0.77,0.16,0.76,0.18,0.16,0.3,0.09,gc,2024
LossFUR,562,0.99,223.9,1.06,0.67,144.4,0.77,0.17,0.73,0.21,0.2,0.31,0.21,challengers,2025
AivyDIS.E,1261,0.99,223.5,1.05,0.7,148.4,0.77,0.2,0.74,0.16,0.14,0.25,0.13,gc,2023
ZuoKewKryp,239,0.99,223.5,0.99,0.67,146.2,0.8,0.09,0.8,0.15,0.16,0.42,0.19,challengers,2024
tupaiRAWR,521,0.99,223.0,1.01,0.69,142.7,0.76,0.24,0.76,0.15,0.11,0.34,0.1,challengers,2024
ennGANG,1612,0.99,222.4,1.01,0.72,142.6,0.75,0.22,0.75,0.17,0.18,0.17,0.15,gc,2023
viiZEN.GC,1774,0.99,222.4,1.03,0.69,144.7,0.78,0.18,0.76,0.15,0.14,0.29,0.15,gc,2024
kivaryZEN,372,0.99,222.3,1.04,0.72,145.4,0.77,0.2,0.74,0.15,0.17,0.21,0.28,challengers,2023
luckeRRRSGE,423,0.99,222.1,1.06,0.65,139.1,0.8,0.11,0.76,0.2,0.14,0.2,0.17,challengers,2023
alkyiaKC.GC,710,0.99,221.1,1.07,0.7,141.3,0.76,0.2,0.71,0.19,0.17,0.25,0.1,gc,2025
kotoDa M,330,0.99,220.2,1.0,0.63,142.6,0.78,0.19,0.78,0.1,0.15,0.24,0.16,gc,2024
KalkkunaFMG,290,0.99,219.9,1.02,0.71,140.0,0.78,0.21,0.76,0.17,0.16,0.25,0.22,challengers,2025
ilyuCX,617,0.99,219.7,1.0,0.71,144.0,0.74,0.29,0.74,0.11,0.11,0.22,0.17,gc,2023
zyadOXR,1053,0.99,219.3,1.02,0.67,145.2,0.76,0.2,0.74,0.12,0.14,0.24,0.13,challengers,2023
whiskey,215,0.99,219.1,0.99,0.71,141.8,0.76,0.21,0.77,0.15,0.11,0.22,0.15,gc,2023
sweesk,296,0.99,218.7,0.98,0.69,144.0,0.78,0.13,0.8,0.13,0.11,0.31,0.1,gc,2025
SimulatePG,207,0.99,218.6,1.02,0.68,144.2,0.8,0.14,0.79,0.12,0.17,0.34,0.15,challengers,2024
bazzCGZ,552,0.99,218.2,1.0,0.7,137.2,0.75,0.31,0.75,0.12,0.12,0.29,0.18,challengers,2025
YanniRIMA,450,0.99,218.1,0.96,0.72,146.5,0.73,0.3,0.76,0.14,0.12,0.21,0.18,gc,2024
kivaryZEN,733,0.99,218.0,0.98,0.68,140.6,0.76,0.23,0.77,0.17,0.17,0.24,0.11,challengers,2025
MichelHGE,1121,0.99,217.5,1.05,0.68,140.1,0.77,0.19,0.74,0.16,0.14,0.36,0.14,challengers,2025
LliaOPY.F,576,0.99,216.4,1.04,0.71,141.0,0.74,0.21,0.71,0.11,0.1,0.18,0.17,gc,2024
HaiseX10,360,0.99,216.3,1.02,0.7,132.9,0.72,0.33,0.71,0.12,0.12,0.21,0.23,challengers,2023
DrastZGMB,799,0.99,216.3,1.01,0.71,138.4,0.75,0.24,0.74,0.18,0.16,0.21,0.12,challengers,2023
sanoj,988,0.99,216.2,1.04,0.68,138.6,0.77,0.16,0.74,0.16,0.15,0.3,0.16,challengers,2025
ZyppanM8,760,0.99,215.3,1.0,0.71,144.6,0.75,0.3,0.75,0.12,0.13,0.29,0.08,vct,2024
ChloeHYG,671,0.99,215.1,1.0,0.7,142.6,0.73,0.28,0.73,0.14,0.12,0.22,0.21,gc,2023
DaFtUNC.DN,939,0.99,215.0,1.0,0.72,144.0,0.73,0.26,0.74,0.16,0.13,0.24,0.15,challengers,2024
gelocin,243,0.99,214.9,0.95,0.67,139.7,0.73,0.31,0.77,0.12,0.13,0.18,0.09,gc,2023
ZamalVLYN,286,0.99,214.8,1.0,0.72,137.2,0.76,0.2,0.75,0.17,0.23,0.32,0.24,challengers,2023
Matzdell,330,0.99,214.8,1.01,0.7,138.2,0.77,0.2,0.77,0.14,0.15,0.23,0.21,challengers,2023
P1nTUMT.OR,392,0.99,214.6,0.96,0.73,143.0,0.71,0.33,0.74,0.12,0.11,0.22,0.22,challengers,2023
str0nda,589,0.99,214.6,0.95,0.69,145.4,0.74,0.22,0.78,0.15,0.15,0.28,0.15,challengers,2024
SolluzyZETA.AC,309,0.99,214.4,1.01,0.66,137.5,0.74,0.17,0.74,0.17,0.12,0.21,0.09,challengers,2023
999kvmilFMG,828,0.99,214.0,1.01,0.7,136.3,0.75,0.21,0.75,0.16,0.14,0.26,0.17,challengers,2023
MovesSRP,1021,0.99,213.6,0.96,0.72,139.4,0.71,0.29,0.74,0.13,0.12,0.25,0.11,challengers,2023
GGonyaKRIG.L,418,0.99,213.1,1.07,0.68,137.6,0.76,0.2,0.71,0.12,0.14,0.3,0.23,gc,2024
jidEnde,253,0.99,213.1,0.96,0.7,140.4,0.74,0.27,0.77,0.16,0.13,0.24,0.18,gc,2025
jawgemoG2,1659,0.99,213.0,1.0,0.73,138.1,0.73,0.32,0.73,0.12,0.13,0.19,0.16,vct,2023
ibossCTLS,550,0.99,213.0,1.02,0.66,135.6,0.75,0.17,0.73,0.16,0.13,0.36,0.16,challengers,2024
GoliathzXTM,215,0.99,213.0,1.01,0.69,138.4,0.73,0.3,0.72,0.15,0.15,0.28,0.0,challengers,2024
VoxDGR,312,0.99,212.7,1.0,0.69,136.5,0.76,0.22,0.77,0.13,0.12,0.29,0.25,challengers,2024
kinz,243,0.99,212.4,0.93,0.64,138.9,0.73,0.25,0.79,0.09,0.09,0.22,0.12,gc,2024
VuubitFMG,561,0.99,212.4,0.99,0.72,136.1,0.73,0.36,0.75,0.11,0.1,0.38,0.18,challengers,2025
netoFVN,348,0.99,212.2,1.08,0.64,132.0,0.75,0.13,0.69,0.2,0.15,0.26,0.17,challengers,2023
snowy,343,0.99,211.5,1.07,0.66,137.7,0.77,0.14,0.72,0.16,0.2,0.29,0.18,gc,2024
hidrySIB,413,0.99,210.7,1.01,0.71,133.1,0.71,0.37,0.71,0.09,0.1,0.29,0.15,challengers,2023
RESLYDEPeac,889,0.99,210.3,0.98,0.7,140.5,0.74,0.25,0.75,0.11,0.11,0.29,0.13,challengers,2024
EunSikEXZ,421,0.99,210.2,1.05,0.69,140.2,0.73,0.18,0.69,0.11,0.11,0.26,0.2,gc,2025
TouvenSUP,1182,0.99,210.1,1.0,0.69,139.3,0.72,0.23,0.72,0.14,0.17,0.21,0.19,challengers,2023
BuffalaPWR,335,0.99,210.0,0.96,0.71,144.1,0.7,0.24,0.73,0.15,0.19,0.23,0.25,gc,2023
delasONS,604,0.99,210.0,0.99,0.68,138.1,0.74,0.19,0.74,0.11,0.17,0.24,0.16,challengers,2024
HemsyxxCE,358,0.99,209.8,0.98,0.67,139.9,0.72,0.31,0.74,0.12,0.19,0.31,0.3,challengers,2024
HaneulRIG.L,337,0.99,209.4,1.09,0.72,127.9,0.71,0.19,0.65,0.16,0.12,0.3,0.13,gc,2025
YunaGZL,536,0.99,209.3,1.0,0.7,141.3,0.73,0.22,0.73,0.1,0.1,0.22,0.12,challengers,2023
FlukyFS,368,0.99,209.3,1.01,0.68,138.0,0.73,0.2,0.73,0.12,0.1,0.28,0.22,challengers,2025
YunaGnG.W,1066,0.99,209.2,0.98,0.7,137.8,0.73,0.27,0.74,0.13,0.13,0.21,0.19,gc,2023
kyosukeG,481,0.99,209.1,1.0,0.7,138.1,0.73,0.29,0.73,0.11,0.15,0.27,0.16,gc,2023
zekeiFUN,941,0.99,209.1,0.99,0.73,134.3,0.72,0.28,0.74,0.13,0.14,0.23,0.19,challengers,2024
anKKAMI,310,0.99,209.1,1.06,0.72,135.1,0.73,0.25,0.69,0.08,0.1,0.31,0.17,challengers,2024
Soaa,356,0.99,208.9,1.01,0.65,134.9,0.74,0.27,0.73,0.13,0.11,0.27,0.2,gc,2024
ju,226,0.99,208.8,1.0,0.69,129.5,0.73,0.35,0.73,0.12,0.08,0.24,0.03,gc,2023
MartuxMZP,987,0.99,208.8,1.03,0.73,131.8,0.73,0.3,0.71,0.12,0.13,0.26,0.16,challengers,2025
TokiDVM.MI,1683,0.99,208.2,1.0,0.71,138.5,0.7,0.27,0.7,0.15,0.14,0.3,0.16,gc,2024
Flop1naROA,247,0.99,208.0,0.94,0.72,138.2,0.75,0.33,0.8,0.08,0.07,0.2,0.17,gc,2023
Biedoo,284,0.99,207.9,1.07,0.67,136.1,0.76,0.11,0.71,0.18,0.11,0.18,0.23,gc,2025
XalvanervaLCE,338,0.99,207.8,0.95,0.68,141.4,0.72,0.22,0.75,0.13,0.07,0.27,0.1,gc,2024
SANGSIXK,317,0.99,207.6,1.03,0.68,141.7,0.75,0.19,0.73,0.1,0.1,0.34,0.09,gc,2024
Sebaaah,379,0.99,207.4,0.95,0.73,132.9,0.69,0.44,0.73,0.09,0.15,0.18,0.18,challengers,2023
tellfeenzoOPY,902,0.99,207.3,1.0,0.67,137.9,0.73,0.21,0.73,0.12,0.12,0.28,0.12,challengers,2024
XAROLA,372,0.99,206.9,1.01,0.69,131.1,0.71,0.26,0.7,0.16,0.12,0.2,0.29,challengers,2024
OxyVIM,263,0.99,206.9,0.98,0.73,131.8,0.7,0.44,0.72,0.14,0.14,0.23,0.14,gc,2024
JoanneMJY.M,1176,0.99,206.6,1.02,0.71,138.5,0.72,0.23,0.7,0.09,0.09,0.19,0.13,gc,2023
YashiXPER,661,0.99,206.5,0.99,0.7,134.9,0.72,0.34,0.73,0.1,0.11,0.24,0.17,gc,2024
DiivZ,290,0.99,206.4,0.99,0.72,136.4,0.71,0.33,0.72,0.1,0.1,0.33,0.22,challengers,2025
AppleChic,474,0.99,206.3,0.96,0.66,139.0,0.73,0.24,0.76,0.12,0.11,0.17,0.15,gc,2024
trushi,272,0.99,206.2,0.98,0.66,143.7,0.75,0.16,0.77,0.08,0.08,0.26,0.03,gc,2024
snchqGMX.L,312,0.99,206.0,0.93,0.71,132.3,0.7,0.36,0.75,0.09,0.06,0.22,0.14,gc,2023
MicroBrilkMorJ,296,0.99,205.9,0.93,0.73,136.5,0.68,0.4,0.72,0.09,0.11,0.16,0.16,gc,2024
ShowG8S,453,0.99,205.7,1.04,0.69,138.1,0.72,0.2,0.7,0.13,0.12,0.23,0.17,challengers,2023
YoungPorkGLAB,374,0.99,205.7,0.92,0.67,141.7,0.72,0.21,0.79,0.09,0.09,0.33,0.19,challengers,2024
Luc1dUOL,726,0.99,205.6,1.05,0.68,132.2,0.77,0.17,0.73,0.16,0.15,0.32,0.15,challengers,2023
AglaTeam,621,0.99,205.5,0.95,0.74,137.3,0.69,0.27,0.73,0.11,0.1,0.23,0.21,gc,2024
Dro9NiL,495,0.99,205.2,0.95,0.73,134.0,0.66,0.35,0.7,0.07,0.1,0.12,0.19,challengers,2024
LmemoreRRQ,708,0.99,205.1,0.98,0.67,137.5,0.72,0.21,0.73,0.1,0.13,0.34,0.16,vct,2024
PixieOP,220,0.99,205.0,0.91,0.75,138.5,0.7,0.27,0.77,0.11,0.11,0.21,0.16,gc,2023
Demon1LEV,377,0.99,204.9,1.01,0.71,138.5,0.74,0.29,0.73,0.1,0.13,0.33,0.09,vct,2025
ichiytoma,255,0.99,204.7,0.92,0.67,136.0,0.72,0.3,0.78,0.11,0.13,0.26,0.08,gc,2023
KOKEDLTT,397,0.99,204.6,1.01,0.68,131.4,0.72,0.22,0.72,0.17,0.13,0.19,0.13,challengers,2023
UncreativeBerz,209,0.99,204.5,1.05,0.69,138.3,0.74,0.19,0.7,0.11,0.11,0.24,0.09,challengers,2023
Kel1MS,411,0.99,204.3,0.98,0.72,138.3,0.69,0.19,0.71,0.1,0.06,0.21,0.1,challengers,2023
rDeeWJJH,812,0.99,204.2,1.05,0.68,132.9,0.72,0.22,0.68,0.11,0.1,0.24,0.12,challengers,2024
FighterTU,294,0.99,203.9,1.03,0.73,133.0,0.73,0.34,0.7,0.13,0.09,0.31,0.11,challengers,2023
nufEZGS,329,0.99,203.9,0.96,0.64,141.6,0.73,0.26,0.76,0.09,0.13,0.19,0.25,challengers,2024
GadoerzzAPH,405,0.99,203.8,0.99,0.71,134.5,0.72,0.28,0.72,0.1,0.08,0.29,0.09,challengers,2023
JerryBCS,375,0.99,203.4,1.0,0.73,136.5,0.73,0.18,0.73,0.09,0.09,0.36,0.15,challengers,2024
T3mpuHOF,200,0.99,203.4,0.9,0.69,136.4,0.74,0.33,0.82,0.14,0.11,0.3,0.03,challengers,2024
deadnunu6K.Fem,259,0.99,203.1,1.04,0.68,136.2,0.73,0.15,0.7,0.09,0.09,0.36,0.15,gc,2025
XhowiFSN,1042,0.99,202.8,1.0,0.69,134.0,0.71,0.25,0.71,0.1,0.11,0.38,0.18,challengers,2024
AeonyxMEOW,614,0.99,202.7,0.95,0.68,138.2,0.68,0.21,0.71,0.08,0.08,0.22,0.1,challengers,2023
BBCTEAR,1303,0.99,202.7,1.01,0.71,130.7,0.73,0.33,0.72,0.1,0.09,0.31,0.16,challengers,2024
noppanon,252,0.99,202.7,0.97,0.72,130.3,0.7,0.36,0.72,0.04,0.08,0.19,0.09,gc,2025
Sylvxris,227,0.99,202.6,0.96,0.65,130.5,0.7,0.26,0.73,0.1,0.1,0.26,0.14,gc,2025
XiMiLuEDGS,364,0.99,202.5,1.09,0.74,120.8,0.7,0.43,0.64,0.08,0.1,0.23,0.18,gc,2023
wrongVTL,264,0.99,202.4,1.05,0.72,136.3,0.71,0.26,0.67,0.09,0.09,0.21,0.19,challengers,2023
sevenTSM,813,0.99,202.3,1.01,0.71,133.1,0.7,0.2,0.69,0.13,0.13,0.2,0.13,challengers,2023
BullyCLS,747,0.99,201.9,1.06,0.69,134.3,0.71,0.13,0.68,0.12,0.08,0.29,0.12,challengers,2025
areum,248,0.99,201.8,1.0,0.65,137.3,0.76,0.24,0.76,0.09,0.11,0.4,0.08,gc,2025
mixyceF4T,988,0.99,201.6,0.98,0.7,130.8,0.69,0.32,0.71,0.07,0.09,0.21,0.15,challengers,2025
HitchESC,852,0.99,201.2,0.94,0.72,136.0,0.68,0.32,0.72,0.06,0.08,0.19,0.12,challengers,2023
BurzzyMZP,566,0.99,201.1,0.97,0.73,129.9,0.72,0.36,0.74,0.08,0.08,0.39,0.11,challengers,2025
DESTRUCT1VEEGAL,1688,0.99,201.0,1.02,0.72,132.9,0.7,0.3,0.69,0.1,0.1,0.28,0.18,challengers,2024
MOJJGAL,1263,0.99,200.8,1.04,0.7,133.1,0.71,0.19,0.68,0.1,0.08,0.32,0.14,challengers,2024
GangPinT1A,1044,0.99,200.7,0.97,0.74,133.4,0.69,0.31,0.71,0.1,0.09,0.26,0.14,challengers,2023
NoiaSRG,594,0.99,200.7,1.02,0.66,135.7,0.74,0.17,0.73,0.09,0.1,0.28,0.13,challengers,2025
YunaAMZ.GC,244,0.99,200.6,0.99,0.69,134.8,0.72,0.3,0.73,0.06,0.08,0.24,0.12,gc,2023
txddyMIBR.AC,209,0.99,200.6,1.02,0.73,136.6,0.75,0.14,0.73,0.05,0.05,0.33,0.14,challengers,2024
SaabKTN.GC,750,0.99,200.6,1.02,0.67,132.2,0.72,0.2,0.71,0.11,0.09,0.3,0.1,gc,2024
TempoNiL,1353,0.99,200.3,1.04,0.68,134.0,0.72,0.18,0.69,0.11,0.1,0.28,0.11,challengers,2024
moobsWU,1083,0.99,200.3,1.04,0.66,131.6,0.73,0.18,0.7,0.12,0.15,0.35,0.16,challengers,2025
mAcdak1ngAmul,239,0.99,200.2,0.96,0.73,129.4,0.68,0.36,0.71,0.06,0.04,0.29,0.03,challengers,2024
johmsVAL,624,0.99,200.1,0.9,0.73,131.0,0.67,0.41,0.75,0.09,0.09,0.22,0.14,challengers,2023
br9dyIllu,269,0.99,200.0,1.03,0.69,132.9,0.68,0.18,0.65,0.09,0.12,0.21,0.04,challengers,2023
CrYsTaLOXR,274,0.99,199.8,0.97,0.69,137.8,0.7,0.3,0.73,0.09,0.14,0.29,0.12,challengers,2023
Majito,312,0.99,199.6,0.93,0.7,108.0,0.68,0.37,0.73,0.09,0.08,0.2,0.05,gc,2025
SyKoPUG,1214,0.99,199.4,0.98,0.72,130.5,0.71,0.29,0.72,0.07,0.09,0.35,0.24,challengers,2024
XalineHuge,1063,0.99,199.3,1.01,0.69,133.7,0.69,0.19,0.69,0.08,0.08,0.2,0.1,gc,2023
sakuraNIXV,885,0.99,199.3,1.01,0.7,129.1,0.71,0.24,0.7,0.09,0.11,0.34,0.18,challengers,2024
kobraFN,474,0.99,198.8,0.98,0.66,120.8,0.69,0.19,0.71,0.09,0.1,0.29,0.15,challengers,2025
MikeyDTL,342,0.99,198.6,0.98,0.68,133.0,0.71,0.23,0.73,0.08,0.08,0.23,0.11,challengers,2024
WinteryrookQAD,285,0.99,198.6,0.99,0.79,126.6,0.71,0.36,0.72,0.09,0.11,0.28,0.0,challengers,2025
miniIW,539,0.99,198.5,0.96,0.71,134.0,0.68,0.21,0.71,0.09,0.07,0.28,0.08,challengers,2024
VojixeNMadW,264,0.99,198.5,0.99,0.68,133.9,0.71,0.18,0.71,0.09,0.09,0.35,0.1,gc,2024
ZeeDark,520,0.99,198.4,0.98,0.74,121.9,0.68,0.5,0.69,0.08,0.08,0.21,0.21,gc,2023
Mail,593,0.99,198.4,1.02,0.74,134.5,0.69,0.15,0.68,0.11,0.07,0.22,0.11,gc,2024
AjMERiTOAGT,461,0.99,198.4,1.03,0.71,132.1,0.68,0.21,0.66,0.1,0.11,0.22,0.27,challengers,2025
m1raiGMP,289,0.99,198.4,0.95,0.72,136.2,0.69,0.41,0.72,0.07,0.07,0.25,0.21,gc,2025
KayrosTACO,297,0.99,198.3,1.05,0.73,132.2,0.72,0.31,0.68,0.06,0.06,0.32,0.19,challengers,2023
goldenblueARF,535,0.99,198.2,0.99,0.7,132.9,0.7,0.27,0.71,0.08,0.09,0.33,0.07,challengers,2024
pandayKB,479,0.99,198.2,1.01,0.7,131.2,0.69,0.22,0.68,0.09,0.08,0.33,0.17,gc,2025
RaysenASNA,397,0.99,198.1,0.98,0.7,128.6,0.7,0.28,0.72,0.08,0.13,0.25,0.23,challengers,2024
NOBITAQTD,1201,0.99,197.9,0.98,0.75,127.7,0.67,0.37,0.68,0.08,0.06,0.2,0.11,challengers,2023
FlukyFS,1015,0.99,197.5,0.98,0.74,129.7,0.68,0.34,0.69,0.11,0.09,0.25,0.13,challengers,2023
speqBumb,1185,0.99,197.5,0.97,0.71,127.5,0.68,0.41,0.71,0.08,0.1,0.23,0.16,gc,2024
BiggieCheeseFH,1144,0.99,197.4,0.98,0.72,129.0,0.68,0.37,0.7,0.09,0.11,0.27,0.15,challengers,2024
ZanBB,260,0.99,197.3,1.04,0.69,131.9,0.69,0.24,0.67,0.07,0.09,0.24,0.05,challengers,2025
Frechito,351,0.99,197.3,0.91,0.71,135.7,0.68,0.29,0.75,0.09,0.09,0.3,0.08,challengers,2025
kawaaNOVO,233,0.99,197.0,0.98,0.74,128.4,0.69,0.34,0.71,0.08,0.07,0.29,0.09,challengers,2023
hideGLRS,367,0.99,197.0,0.97,0.72,126.8,0.69,0.32,0.71,0.05,0.07,0.35,0.08,challengers,2024
JuDT,534,0.99,196.7,0.95,0.74,127.1,0.66,0.47,0.69,0.08,0.08,0.15,0.18,gc,2024
MorganBBB.GC,1342,0.99,196.3,0.99,0.72,132.6,0.7,0.33,0.7,0.07,0.1,0.24,0.18,gc,2024
qRaxsFUT,1091,0.99,196.1,0.95,0.75,128.5,0.69,0.42,0.72,0.07,0.07,0.29,0.12,vct,2023
sarah,303,0.99,196.0,0.95,0.74,124.2,0.7,0.4,0.73,0.03,0.03,0.31,0.11,gc,2023
benGOXÜ,1177,0.99,195.9,1.0,0.69,128.4,0.71,0.32,0.7,0.07,0.07,0.3,0.15,challengers,2024
hanako,347,0.99,195.9,0.98,0.72,135.9,0.68,0.32,0.7,0.05,0.06,0.21,0.15,gc,2024
JoudaaGMX.L,997,0.99,195.7,1.01,0.72,124.5,0.69,0.33,0.69,0.08,0.09,0.25,0.16,gc,2023
Fetti,246,0.99,195.6,1.02,0.71,130.6,0.69,0.32,0.68,0.07,0.11,0.3,0.08,gc,2025
vltYN,231,0.99,195.3,0.97,0.72,112.4,0.71,0.31,0.73,0.08,0.09,0.31,0.26,challengers,2025
StefanieEG.GC,574,0.99,195.2,1.05,0.74,133.9,0.69,0.23,0.66,0.1,0.11,0.28,0.18,gc,2023
InquisitorARC,244,0.99,195.2,0.99,0.76,125.4,0.7,0.43,0.71,0.09,0.09,0.3,0.2,challengers,2024
ira,980,0.99,195.2,0.98,0.7,128.0,0.69,0.3,0.7,0.08,0.09,0.3,0.1,gc,2025
KasperTRH,349,0.99,195.1,1.0,0.71,126.4,0.69,0.22,0.69,0.07,0.07,0.33,0.18,challengers,2024
BettyWhiteOne,416,0.99,195.0,0.91,0.69,128.1,0.67,0.3,0.74,0.07,0.06,0.19,0.1,gc,2023
cataLinaZER.M,1142,0.99,194.9,0.94,0.72,126.8,0.68,0.34,0.73,0.11,0.1,0.34,0.17,gc,2023
mochiEX0,712,0.99,194.8,0.98,0.68,130.2,0.7,0.18,0.71,0.08,0.09,0.29,0.11,challengers,2024
muriiSK,1097,0.99,194.8,0.98,0.71,127.4,0.69,0.3,0.7,0.09,0.09,0.36,0.13,challengers,2024
bonnieeNOS,735,0.99,194.8,1.02,0.69,129.6,0.69,0.21,0.68,0.08,0.08,0.21,0.12,gc,2024
ScoPeRRX,474,0.99,194.6,1.03,0.68,131.8,0.71,0.22,0.69,0.09,0.07,0.3,0.16,challengers,2024
SukaXIP,354,0.99,194.5,0.9,0.73,129.7,0.67,0.44,0.74,0.04,0.06,0.29,0.06,challengers,2025
ChanyboiCW,1276,0.99,194.0,0.95,0.75,127.9,0.67,0.4,0.71,0.07,0.07,0.33,0.15,challengers,2024
NamiGX.GC,1222,0.99,193.9,0.97,0.72,124.6,0.7,0.31,0.72,0.09,0.09,0.35,0.12,gc,2024
praskFSN,764,0.99,193.9,0.99,0.7,129.3,0.7,0.19,0.71,0.08,0.07,0.33,0.12,challengers,2025
sasheme,276,0.99,193.7,0.99,0.69,130.6,0.71,0.13,0.72,0.07,0.05,0.22,0.25,gc,2023
