player,rounds_played,vlr_rating,acs,kd,kast,adr,kpr,apr,dpr,fkpr,fdpr,hs_percent,cl_percent,year
liazziSCCP,315,0.89,170.7,0.86,0.7,112.6,0.6,0.28,0.69,0.05,0.07,0.33,0.11,2024
lenneIGN,213,0.89,168.2,0.76,0.73,110.3,0.53,0.38,0.69,0.07,0.07,0.18,0.06,2024
crashiesFNC,215,0.89,155.3,0.91,0.74,112.0,0.55,0.23,0.61,0.05,0.06,0.34,0.14,2025
ReitaMRSH,374,0.89,181.8,0.86,0.67,123.7,0.64,0.28,0.74,0.07,0.1,0.29,0.06,2023
artzinMIBR,414,0.89,202.2,0.88,0.69,130.3,0.69,0.31,0.78,0.14,0.18,0.19,0.21,2025
banTLN,217,0.89,183.7,0.94,0.67,117.4,0.64,0.2,0.68,0.1,0.12,0.34,0.13,2025
R1ckLeexDCats,342,0.89,180.7,0.94,0.74,121.0,0.65,0.15,0.69,0.1,0.09,0.21,0.32,2023
Tacolilla9ZG,987,0.89,191.4,0.93,0.68,123.5,0.66,0.18,0.71,0.18,0.18,0.18,0.14,2023
BooTH,551,0.88,165.3,0.8,0.7,115.9,0.58,0.23,0.72,0.06,0.07,0.28,0.1,2023
tuyzLOUD,258,0.88,168.3,0.87,0.7,110.3,0.58,0.26,0.67,0.09,0.09,0.29,0.3,2025
neTC9,211,0.88,175.3,0.91,0.67,115.2,0.64,0.22,0.7,0.09,0.09,0.41,0.07,2025
QuickLOS,782,0.88,197.6,0.94,0.65,129.3,0.7,0.15,0.75,0.16,0.17,0.28,0.11,2024
pAuraS2G,575,0.88,167.3,0.82,0.67,106.9,0.58,0.38,0.71,0.1,0.11,0.32,0.1,2024
PAULTATO4AM,325,0.88,183.0,0.94,0.69,124.0,0.66,0.2,0.7,0.06,0.09,0.23,0.15,2023
Septem7AG,287,0.88,172.9,0.86,0.72,120.5,0.61,0.18,0.71,0.11,0.14,0.22,0.24,2023
hiroronnRC,795,0.88,172.9,0.83,0.7,115.0,0.6,0.32,0.72,0.08,0.11,0.3,0.18,2024
mitchC9,211,0.87,175.9,0.81,0.7,111.5,0.59,0.45,0.73,0.08,0.1,0.21,0.1,2025
corteziaRED,414,0.87,183.9,0.93,0.67,124.4,0.66,0.18,0.71,0.09,0.08,0.34,0.08,2025
mindfreakPRX,205,0.87,162.7,0.82,0.68,107.4,0.57,0.37,0.69,0.04,0.06,0.32,0.14,2025
crowZETA,884,0.87,164.0,0.79,0.74,108.9,0.55,0.45,0.69,0.05,0.06,0.25,0.1,2023
TvirusLukeTEC,325,0.87,223.1,0.97,0.67,140.5,0.78,0.17,0.8,0.21,0.22,0.24,0.09,2023
paTiTekTL,990,0.87,185.7,0.91,0.71,123.2,0.62,0.44,0.68,0.08,0.08,0.23,0.13,2024
SouhcNiSUP,578,0.87,165.4,0.81,0.72,112.7,0.56,0.3,0.69,0.08,0.1,0.28,0.11,2023
BONECOLDVIT,667,0.87,168.1,0.79,0.68,109.3,0.58,0.37,0.73,0.08,0.11,0.29,0.16,2023
rhymeGIA,973,0.87,168.0,0.82,0.72,111.4,0.59,0.4,0.72,0.06,0.1,0.31,0.16,2023
KlausKRÜ,873,0.87,177.9,0.84,0.72,110.7,0.62,0.41,0.73,0.08,0.09,0.21,0.1,2023
RedgarGX,1088,0.86,168.2,0.83,0.69,109.6,0.58,0.4,0.71,0.11,0.11,0.35,0.11,2023
MixwellTH,551,0.86,190.6,0.81,0.68,128.5,0.64,0.34,0.79,0.09,0.11,0.21,0.18,2023
Star1ogWBG,211,0.86,157.7,0.78,0.71,109.1,0.56,0.31,0.72,0.06,0.1,0.33,0.3,2023
KlausKRÜ,577,0.86,174.9,0.81,0.72,116.5,0.58,0.29,0.72,0.11,0.08,0.25,0.13,2024
zander100T,224,0.86,166.3,0.83,0.74,103.9,0.57,0.38,0.69,0.09,0.08,0.24,0.17,2025
BerLINFPX,1673,0.86,186.6,0.91,0.67,125.4,0.63,0.37,0.69,0.1,0.11,0.29,0.08,2024
ShadoWMZP,740,0.86,167.6,0.84,0.68,108.6,0.59,0.3,0.7,0.05,0.1,0.21,0.12,2024
FiNESSENRG,1437,0.86,173.0,0.82,0.71,117.6,0.57,0.33,0.69,0.08,0.08,0.18,0.12,2023
WailersM8,564,0.86,153.4,0.84,0.69,103.5,0.57,0.23,0.67,0.05,0.04,0.31,0.08,2024
heybayTE,1428,0.86,176.4,0.89,0.74,108.6,0.61,0.42,0.69,0.06,0.06,0.25,0.09,2024
AAAAYFPX,1673,0.86,194.5,1.06,0.67,127.8,0.72,0.25,0.68,0.06,0.05,0.31,0.06,2024
reazyS2G,575,0.85,161.8,0.8,0.68,111.2,0.55,0.33,0.69,0.05,0.05,0.29,0.18,2024
nethFL,620,0.85,166.6,0.79,0.68,110.0,0.57,0.3,0.73,0.05,0.09,0.26,0.12,2024
Boostio100T,1176,0.85,181.3,0.87,0.7,123.4,0.64,0.24,0.73,0.09,0.12,0.25,0.17,2024
BoasterFNC,1591,0.85,151.4,0.79,0.72,98.8,0.51,0.4,0.65,0.07,0.11,0.23,0.13,2024
AYRINGE,562,0.85,170.1,0.83,0.68,109.8,0.58,0.27,0.7,0.06,0.08,0.19,0.16,2023
d3ffoSNS,296,0.85,166.3,0.85,0.71,111.5,0.61,0.2,0.72,0.11,0.14,0.21,0.1,2023
BiankTE,420,0.85,192.8,0.85,0.59,115.6,0.64,0.4,0.75,0.07,0.08,0.19,0.22,2025
DambiNS,381,0.85,204.2,0.87,0.71,128.3,0.69,0.33,0.79,0.19,0.2,0.2,0.19,2025
mtaOXÜ,711,0.84,167.9,0.8,0.68,112.6,0.59,0.27,0.74,0.08,0.09,0.34,0.06,2024
DestrianKPI,238,0.84,158.7,0.77,0.68,111.9,0.54,0.32,0.7,0.06,0.09,0.21,0.1,2024
v1nnyRED,258,0.84,151.3,0.78,0.71,106.1,0.54,0.38,0.69,0.03,0.08,0.34,0.1,2025
keloqzMDR,551,0.84,197.7,0.89,0.66,126.9,0.71,0.13,0.79,0.15,0.19,0.26,0.17,2023
RedLightDK,216,0.83,171.3,0.73,0.71,105.4,0.55,0.42,0.75,0.11,0.09,0.23,0.24,2023
S1MonEDG,730,0.83,155.2,0.82,0.71,100.7,0.55,0.5,0.67,0.03,0.06,0.3,0.17,2025
ApothEG,632,0.83,172.0,0.81,0.61,118.7,0.59,0.23,0.73,0.09,0.15,0.34,0.16,2024
LifeFPX,1673,0.83,228.1,1.03,0.62,139.6,0.79,0.18,0.76,0.19,0.21,0.35,0.24,2024
AnthemSZ,620,0.83,156.8,0.75,0.7,106.7,0.55,0.31,0.73,0.05,0.09,0.24,0.12,2024
LysoarWOL,1673,0.83,187.6,1.01,0.65,121.3,0.66,0.3,0.65,0.05,0.06,0.24,0.04,2024
ANGE1NAVI,1311,0.83,181.6,0.81,0.7,119.0,0.62,0.33,0.76,0.13,0.13,0.3,0.13,2023
CrwsTLN,944,0.83,157.1,0.79,0.68,107.9,0.54,0.27,0.68,0.04,0.08,0.23,0.13,2024
BiankTE,1207,0.82,185.3,0.88,0.64,120.2,0.62,0.34,0.71,0.1,0.11,0.16,0.35,2024
havocFUR,555,0.82,185.4,0.82,0.61,128.6,0.64,0.19,0.78,0.12,0.18,0.36,0.18,2024
fl1pzjderRRQ,380,0.81,158.9,0.75,0.67,106.3,0.55,0.28,0.73,0.07,0.11,0.28,0.2,2024
yayEG,416,0.81,184.8,0.82,0.67,122.9,0.63,0.19,0.76,0.16,0.2,0.24,0.22,2024
AowhaEmpt,211,0.81,170.8,0.77,0.69,114.5,0.58,0.28,0.75,0.06,0.08,0.22,0.23,2023
ANGE1NAVI,760,0.81,172.0,0.8,0.66,116.3,0.6,0.29,0.75,0.1,0.12,0.33,0.07,2024
SorrysTUA,284,0.81,186.3,0.77,0.72,122.9,0.59,0.42,0.77,0.09,0.12,0.2,0.08,2023
HaodongTEC,1047,0.8,152.2,0.76,0.69,97.0,0.53,0.33,0.7,0.08,0.11,0.27,0.36,2024
KnightBLG,954,0.8,198.2,1.02,0.64,126.0,0.69,0.34,0.68,0.06,0.07,0.29,0.08,2024
xnfriVL,425,0.8,159.2,0.71,0.69,106.9,0.54,0.4,0.76,0.04,0.08,0.25,0.11,2023
ArtDFM,224,0.8,169.7,0.77,0.67,110.5,0.55,0.28,0.72,0.07,0.12,0.2,0.1,2025
beyAzM8,564,0.8,155.4,0.72,0.71,103.8,0.52,0.42,0.72,0.05,0.07,0.23,0.11,2024
mazinLOS,699,0.8,153.6,0.73,0.64,102.3,0.52,0.34,0.71,0.06,0.07,0.29,0.15,2024
FiNESSENRG,242,0.79,150.6,0.71,0.69,105.3,0.49,0.29,0.69,0.05,0.1,0.19,0.1,2025
rinBLG,585,0.79,157.6,0.81,0.66,91.9,0.57,0.36,0.7,0.05,0.07,0.23,0.08,2023
crazyguyRRQ,358,0.79,168.9,0.71,0.66,115.3,0.53,0.31,0.75,0.08,0.11,0.24,0.09,2024
NewzeraDVM,263,0.79,130.3,0.74,0.68,91.8,0.47,0.28,0.64,0.05,0.08,0.41,0.15,2023
cgrsMITH,353,0.78,151.6,0.74,0.69,98.3,0.53,0.3,0.71,0.05,0.09,0.21,0.15,2023
nizhaoTZHAG,484,0.78,166.0,0.85,0.65,92.8,0.59,0.39,0.7,0.06,0.08,0.3,0.11,2023
RedgarGX,554,0.78,148.1,0.74,0.67,97.4,0.53,0.34,0.71,0.07,0.1,0.36,0.18,2024
vakkBBL,244,0.78,150.5,0.77,0.67,97.4,0.55,0.25,0.72,0.03,0.07,0.32,0.16,2025
CrwsTLN,272,0.77,150.7,0.74,0.68,98.4,0.51,0.29,0.69,0.04,0.09,0.24,0.12,2025
kon4nFUR,314,0.77,158.3,0.73,0.67,105.5,0.54,0.27,0.74,0.07,0.1,0.24,0.11,2024
FiNESSENRG,215,0.76,158.1,0.71,0.64,105.5,0.54,0.28,0.76,0.08,0.04,0.19,0.12,2024
GovernorAPK,217,0.75,173.6,0.77,0.65,111.6,0.58,0.16,0.75,0.17,0.2,0.19,0.06,2025
9stKE,282,0.75,166.1,0.7,0.71,104.2,0.55,0.44,0.79,0.08,0.13,0.25,0.12,2023
hfmi0dzjc9z7TYL,267,0.73,236.4,1.13,0.58,104.0,0.83,0.23,0.74,0.07,0.12,0.24,0.27,2023
dephhSEN,394,0.73,150.4,0.67,0.67,100.8,0.51,0.36,0.76,0.05,0.08,0.22,0.14,2023
BerLINFPX,484,0.72,194.2,0.88,0.69,113.0,0.64,0.4,0.73,0.12,0.15,0.33,0.1,2023
koldamentaMKOI,712,0.7,126.6,0.59,0.66,81.1,0.42,0.38,0.71,0.04,0.1,0.22,0.16,2023
xandFUR,241,0.69,139.4,0.65,0.7,94.7,0.49,0.34,0.76,0.07,0.13,0.29,0.08,2024
ZE1SHKC,408,0.69,133.9,0.66,0.64,87.8,0.47,0.3,0.71,0.04,0.09,0.27,0.11,2023
Boostio100T,224,0.68,140.0,0.67,0.67,89.1,0.48,0.29,0.71,0.06,0.08,0.25,0.05,2025
FengFTE,420,0.55,198.9,0.96,0.57,104.6,0.71,0.16,0.74,0.11,0.2,0.21,0.13,2025
