player+team,rounds_played,vlr_rating,acs,kd,kast,adr,kpr,apr,dpr,fkpr,fdpr,hs_percent,cl_percent,year
MazinoKRÜ,435,1.01,201.9,0.98,0.74,130.6,0.72,0.4,0.73,0.08,0.1,0.27,0.15,2025
MonyetRRQ,475,1.01,187.0,1.06,0.73,121.7,0.68,0.33,0.64,0.07,0.1,0.29,0.3,2025
YuuMacSYS,570,1.01,181.4,0.99,0.74,118.6,0.66,0.29,0.66,0.06,0.06,0.18,0.17,2023
miniIW,950,1.01,202.0,1.03,0.68,135.3,0.71,0.17,0.69,0.09,0.11,0.26,0.13,2023
moefcuteUBT,1075,1.01,232.8,1.06,0.68,152.5,0.82,0.18,0.77,0.2,0.2,0.32,0.11,2023
Sa1koroS2,463,1.01,193.6,0.98,0.7,128.8,0.7,0.3,0.71,0.07,0.06,0.28,0.13,2023
JuanitoOSK,222,1.01,198.5,1.02,0.69,135.1,0.7,0.22,0.68,0.07,0.09,0.2,0.1,2023
TommyVLYN,286,1.01,206.6,0.95,0.74,141.9,0.69,0.24,0.73,0.06,0.05,0.24,0.19,2023
FancaVX3,306,1.01,199.9,1.06,0.65,136.0,0.74,0.18,0.7,0.1,0.11,0.32,0.29,2023
MadelynVLT,952,1.01,198.1,0.96,0.74,130.5,0.66,0.41,0.69,0.08,0.09,0.23,0.13,2023
OWENTOD,638,1.01,197.5,0.95,0.72,129.1,0.66,0.4,0.7,0.09,0.1,0.23,0.22,2023
PxS2G,574,1.01,206.9,0.98,0.67,141.5,0.7,0.21,0.72,0.14,0.15,0.22,0.18,2023
ArkhramMAD.SC,247,1.01,185.0,1.02,0.73,124.5,0.67,0.25,0.66,0.09,0.09,0.28,0.15,2023
JoXJoRID,1184,1.01,188.0,0.95,0.75,121.8,0.63,0.48,0.67,0.08,0.07,0.26,0.18,2024
g4ll,530,1.01,218.4,1.01,0.71,142.6,0.75,0.23,0.75,0.14,0.14,0.17,0.21,2024
allowIGZ,631,1.01,218.1,1.02,0.67,147.8,0.76,0.19,0.75,0.1,0.12,0.29,0.17,2024
ToySOI,437,1.01,198.0,1.02,0.74,127.6,0.71,0.29,0.7,0.05,0.06,0.3,0.12,2024
tbloyTLN.AC,877,1.01,236.5,1.05,0.7,151.9,0.81,0.17,0.77,0.18,0.17,0.19,0.13,2024
juseuMZP,733,1.01,219.0,1.04,0.73,136.5,0.77,0.26,0.74,0.15,0.11,0.25,0.11,2023
BurzzyMZP,1259,1.01,210.5,1.02,0.75,131.1,0.72,0.39,0.71,0.09,0.12,0.38,0.08,2023
braveafSNS,950,1.01,199.2,1.0,0.69,135.5,0.71,0.24,0.7,0.09,0.1,0.32,0.15,2023
phazeNASR,703,1.01,196.8,1.09,0.73,130.6,0.73,0.13,0.67,0.14,0.13,0.28,0.16,2023
astr0OAS,452,1.01,197.4,0.98,0.74,128.3,0.71,0.36,0.73,0.06,0.06,0.3,0.1,2023
benafT30,968,1.01,193.3,0.94,0.72,129.8,0.68,0.39,0.72,0.06,0.07,0.27,0.13,2023
TeerapongNKT,647,1.01,191.7,0.94,0.75,125.1,0.64,0.5,0.68,0.06,0.06,0.2,0.14,2023
mtaOXÜ,634,1.01,220.8,1.06,0.67,142.3,0.81,0.14,0.76,0.19,0.21,0.27,0.33,2023
TorrifyNBG,739,1.01,196.4,1.01,0.72,127.4,0.68,0.48,0.68,0.07,0.09,0.21,0.09,2023
YUNSEUNG,300,1.01,193.0,0.93,0.71,129.1,0.63,0.4,0.68,0.07,0.06,0.22,0.21,2023
margaretNS,1021,1.01,226.2,1.04,0.68,146.8,0.77,0.19,0.75,0.16,0.14,0.24,0.16,2023
WinterFSN,222,1.01,202.1,0.97,0.72,131.1,0.7,0.36,0.72,0.05,0.11,0.22,0.2,2023
Dieg0IL,488,1.01,202.2,0.98,0.72,131.3,0.69,0.37,0.71,0.11,0.11,0.25,0.21,2023
BrasoHGE,846,1.01,204.8,1.02,0.7,135.8,0.73,0.18,0.71,0.08,0.1,0.24,0.16,2023
HaxtraxS4,700,1.01,196.1,0.96,0.69,133.7,0.69,0.23,0.72,0.08,0.09,0.26,0.1,2023
phoEG,596,1.01,202.9,1.01,0.7,135.8,0.69,0.26,0.68,0.09,0.08,0.22,0.16,2023
takeRC,461,1.01,202.9,0.93,0.72,133.7,0.69,0.41,0.74,0.09,0.11,0.24,0.24,2023
SundayLFG,1502,1.01,185.7,1.04,0.75,123.0,0.66,0.34,0.64,0.06,0.05,0.29,0.12,2023
oonzmlpSLT,238,1.01,200.0,0.9,0.78,127.5,0.66,0.54,0.74,0.07,0.06,0.26,0.06,2023
aLerTNKT,1225,1.01,215.7,1.03,0.71,139.4,0.75,0.26,0.73,0.15,0.15,0.25,0.19,2023
ZEROAG,284,1.01,186.5,1.01,0.75,118.4,0.68,0.33,0.67,0.07,0.06,0.35,0.14,2023
HunterEMP,269,1.01,185.5,1.0,0.74,120.6,0.67,0.36,0.67,0.07,0.05,0.29,0.0,2023
BrinicleDOMS,250,1.01,196.0,0.96,0.7,126.6,0.71,0.43,0.74,0.09,0.1,0.29,0.14,2023
RedKohIGN,1215,1.01,188.4,0.98,0.76,120.6,0.67,0.39,0.68,0.06,0.08,0.21,0.23,2023
xiTshaVLNT,951,1.01,198.1,1.0,0.73,130.0,0.71,0.26,0.71,0.08,0.06,0.27,0.14,2023
MaybeDOMS,250,1.01,240.4,1.04,0.71,153.3,0.83,0.15,0.8,0.2,0.16,0.22,0.07,2023
JihaIWS,302,1.01,193.6,0.98,0.75,123.8,0.65,0.48,0.66,0.06,0.08,0.27,0.16,2023
AlejoINF,465,1.01,195.2,0.91,0.72,134.0,0.66,0.34,0.73,0.06,0.08,0.25,0.15,2023
Ivan4ezz1M,720,1.01,212.9,0.99,0.71,141.7,0.75,0.32,0.76,0.1,0.12,0.34,0.21,2023
vApesIL,705,1.01,185.8,0.94,0.75,119.9,0.65,0.49,0.69,0.07,0.1,0.25,0.17,2023
vettFLA,230,1.01,213.6,1.12,0.67,126.3,0.75,0.16,0.67,0.13,0.14,0.22,0.14,2023
andrewRESO,448,1.01,222.5,1.06,0.73,144.8,0.81,0.24,0.76,0.13,0.13,0.36,0.13,2023
oitaNIGZ,1317,1.01,191.3,0.99,0.72,127.4,0.68,0.31,0.68,0.08,0.07,0.31,0.12,2024
NinGDO,329,1.01,203.6,1.04,0.69,133.9,0.71,0.25,0.68,0.1,0.08,0.31,0.08,2024
MallyNXT,210,1.01,199.0,0.94,0.71,125.6,0.69,0.32,0.73,0.1,0.05,0.27,0.18,2024
Zetikclub,208,1.01,212.9,1.07,0.75,135.4,0.75,0.16,0.7,0.09,0.06,0.3,0.09,2024
AbsolMRSH,1257,1.01,219.5,1.01,0.69,143.4,0.76,0.22,0.75,0.16,0.14,0.2,0.23,2024
ChayDLTT,461,1.01,186.1,0.94,0.73,121.3,0.64,0.46,0.69,0.05,0.09,0.26,0.13,2023
KinguyenSLY,763,1.01,217.9,1.03,0.72,143.6,0.78,0.17,0.75,0.17,0.15,0.28,0.19,2023
jjjoshyAxS,278,1.01,181.9,1.01,0.72,120.6,0.64,0.28,0.63,0.07,0.07,0.26,0.19,2023
FraggerFLK,629,1.01,194.9,0.95,0.73,125.8,0.68,0.46,0.72,0.06,0.08,0.27,0.2,2023
beyAzM8,1594,1.01,174.0,1.02,0.75,115.1,0.62,0.36,0.61,0.05,0.06,0.23,0.23,2023
BabaxZER,1033,1.01,198.7,0.99,0.72,132.0,0.7,0.33,0.7,0.09,0.09,0.28,0.17,2023
pdrSmok,325,1.01,208.4,1.07,0.67,133.2,0.73,0.13,0.69,0.16,0.16,0.29,0.17,2023
OLIZERAMKF,1038,1.01,224.8,1.04,0.69,152.2,0.76,0.23,0.73,0.13,0.13,0.24,0.2,2023
BatiFLK,1095,1.01,182.5,0.99,0.75,118.2,0.61,0.5,0.62,0.08,0.07,0.21,0.15,2023
farewellM28,264,1.01,218.5,1.07,0.7,144.1,0.77,0.19,0.72,0.1,0.08,0.3,0.17,2023
waddleDSY,1348,1.01,192.0,1.0,0.7,129.4,0.67,0.28,0.67,0.06,0.08,0.29,0.17,2023
KomIkkuHIT,575,1.01,191.2,0.99,0.72,131.0,0.67,0.28,0.68,0.06,0.09,0.31,0.16,2023
EbeeeeFRG,614,1.01,182.5,1.01,0.73,115.0,0.67,0.41,0.66,0.07,0.07,0.24,0.23,2023
EshotzUNK,347,1.01,209.0,1.0,0.74,133.1,0.7,0.45,0.7,0.08,0.08,0.21,0.06,2023
kyrrzRBT,895,1.01,178.0,0.98,0.75,115.6,0.63,0.39,0.64,0.07,0.06,0.25,0.16,2023
InsiderNOVO,895,1.01,199.1,1.08,0.72,134.1,0.7,0.17,0.65,0.08,0.08,0.27,0.18,2023
woddyPHX,574,1.01,190.8,0.97,0.7,124.9,0.68,0.37,0.7,0.06,0.09,0.32,0.12,2023
LazFS,760,1.01,185.0,0.98,0.74,122.5,0.64,0.37,0.65,0.05,0.08,0.23,0.15,2023
ezznapFSN,628,1.01,185.0,0.92,0.74,119.5,0.64,0.46,0.7,0.07,0.08,0.24,0.19,2023
LearTHNK,1029,1.01,186.1,1.01,0.74,120.6,0.65,0.35,0.65,0.07,0.07,0.21,0.17,2023
no1syboyLFM,1260,1.01,201.0,1.02,0.76,128.3,0.7,0.39,0.68,0.06,0.07,0.21,0.15,2023
HydraKidGEEK,735,1.01,224.7,0.98,0.69,145.8,0.76,0.32,0.78,0.13,0.11,0.23,0.09,2023
A77WVU,313,1.01,192.5,1.02,0.68,129.9,0.65,0.3,0.64,0.06,0.08,0.24,0.11,2024
wAvEAST,612,1.01,197.5,1.02,0.73,125.0,0.71,0.33,0.69,0.1,0.11,0.32,0.11,2024
mikshakVLYN,505,1.01,182.8,0.99,0.72,121.0,0.65,0.39,0.65,0.07,0.09,0.3,0.18,2024
sherbLF8,529,1.01,180.6,0.96,0.75,118.5,0.62,0.5,0.64,0.07,0.08,0.28,0.13,2024
RocoZEN,682,1.01,207.4,1.02,0.71,134.5,0.71,0.33,0.7,0.09,0.12,0.27,0.1,2024
badzwTXR,575,1.01,218.1,1.02,0.68,144.9,0.76,0.23,0.75,0.21,0.19,0.27,0.22,2024
nx1die,200,1.01,209.0,0.94,0.7,132.9,0.71,0.37,0.76,0.08,0.06,0.3,0.06,2024
keloqzMDR,408,1.01,219.5,1.09,0.69,141.9,0.77,0.13,0.71,0.22,0.19,0.28,0.1,2024
TixinhaTeam,303,1.01,199.0,1.09,0.7,124.7,0.73,0.21,0.67,0.1,0.09,0.27,0.09,2024
ChuchuKron,205,1.01,247.5,1.04,0.65,158.9,0.82,0.24,0.79,0.22,0.23,0.21,0.14,2024
AweiROA,449,1.01,207.2,0.98,0.72,140.9,0.72,0.23,0.73,0.07,0.08,0.23,0.2,2024
RaxcalFN,247,1.01,235.6,1.07,0.7,150.0,0.83,0.24,0.77,0.15,0.17,0.18,0.11,2024
UNFAKEJL,1127,1.01,189.8,1.03,0.72,126.5,0.69,0.26,0.67,0.08,0.08,0.37,0.15,2024
squirmorOver,264,1.01,194.3,1.05,0.74,124.2,0.67,0.41,0.64,0.08,0.08,0.25,0.17,2024
snikkZ10,731,1.01,189.9,1.02,0.7,129.3,0.69,0.26,0.67,0.06,0.07,0.37,0.18,2023
harry,470,1.01,223.0,1.02,0.69,146.5,0.78,0.24,0.77,0.13,0.15,0.2,0.1,2023
FIVESTARPDS,408,1.01,189.6,1.05,0.73,129.0,0.69,0.2,0.66,0.09,0.07,0.35,0.1,2023
KureAVMS,356,1.01,194.4,1.03,0.71,130.7,0.67,0.27,0.65,0.04,0.06,0.2,0.13,2023
DambiNS,826,1.01,222.0,1.05,0.71,141.3,0.78,0.21,0.74,0.14,0.13,0.2,0.16,2023
w0zzipFFV,896,1.01,194.7,0.95,0.74,124.0,0.67,0.44,0.71,0.07,0.06,0.23,0.13,2023
wisaEQX,478,1.01,197.3,1.02,0.71,134.6,0.72,0.22,0.7,0.08,0.05,0.21,0.13,2023
MovesSRP,1241,1.01,200.7,1.0,0.72,134.8,0.69,0.35,0.68,0.1,0.1,0.26,0.14,2024
iFlyTWIS,1106,1.01,209.0,1.08,0.68,138.6,0.76,0.14,0.7,0.15,0.11,0.26,0.09,2024
CawwyyFH,267,1.01,199.0,1.09,0.72,125.5,0.73,0.19,0.67,0.12,0.09,0.3,0.07,2024
BobovoIluZ,590,1.01,191.6,1.02,0.73,122.6,0.68,0.29,0.66,0.1,0.08,0.21,0.1,2024
fateBKR,256,1.01,200.2,0.96,0.76,127.7,0.66,0.5,0.69,0.1,0.07,0.26,0.15,2024
fainzRAAD,1099,1.01,230.9,1.09,0.68,150.3,0.8,0.16,0.74,0.18,0.18,0.28,0.08,2024
Ivan4ezz1M,701,1.01,189.5,0.97,0.73,127.2,0.65,0.36,0.67,0.1,0.07,0.32,0.16,2024
Dango,317,1.01,189.5,0.98,0.7,126.6,0.66,0.3,0.68,0.05,0.07,0.22,0.08,2024
Kolosha,303,1.01,208.9,1.03,0.69,142.1,0.76,0.27,0.74,0.12,0.13,0.28,0.15,2024
maestr0RED,1686,1.01,204.0,1.0,0.7,134.2,0.72,0.35,0.72,0.07,0.09,0.28,0.13,2024
woddyPHX,1904,1.01,183.8,1.02,0.7,123.1,0.66,0.24,0.65,0.07,0.08,0.33,0.15,2024
pryzeFUR,1749,1.01,177.2,0.98,0.75,119.9,0.62,0.32,0.63,0.06,0.06,0.24,0.17,2024
neptuneLand,772,1.01,205.0,1.0,0.73,130.8,0.72,0.41,0.72,0.09,0.08,0.32,0.16,2024
canadyTLN.AC,500,1.01,224.3,1.06,0.69,151.2,0.78,0.17,0.73,0.15,0.18,0.24,0.13,2024
erennTTPDS,274,1.01,192.6,0.97,0.76,132.5,0.68,0.41,0.7,0.05,0.06,0.28,0.22,2024
Deadly10RGE,1233,1.01,225.0,1.05,0.67,147.4,0.79,0.19,0.75,0.18,0.15,0.27,0.11,2024
dangerGP,203,1.01,206.9,0.86,0.69,144.1,0.66,0.37,0.76,0.09,0.11,0.15,0.15,2024
dolefulBNDT,639,1.01,195.8,1.01,0.72,131.7,0.71,0.28,0.7,0.08,0.1,0.3,0.16,2024
adelanoSuic,483,1.01,191.8,1.04,0.7,127.5,0.7,0.33,0.67,0.07,0.08,0.26,0.08,2024
PadangRiceBIGG.M,592,1.01,195.9,0.95,0.73,137.4,0.68,0.3,0.72,0.06,0.06,0.25,0.15,2024
bztPXL,1183,1.01,182.6,0.98,0.72,124.9,0.64,0.33,0.65,0.07,0.05,0.28,0.22,2024
enozaki,267,1.01,202.9,1.14,0.7,137.0,0.73,0.19,0.64,0.09,0.1,0.27,0.19,2024
noheartHOF,478,1.01,218.0,1.04,0.7,148.1,0.77,0.18,0.74,0.17,0.15,0.3,0.14,2024
Real8LAZY,276,1.01,186.0,1.02,0.77,121.3,0.66,0.37,0.65,0.08,0.04,0.28,0.05,2024
bonesLand,1023,1.01,215.4,1.07,0.73,138.0,0.75,0.28,0.7,0.13,0.14,0.25,0.2,2024
BireltaAPAC,238,1.01,196.1,1.01,0.7,133.9,0.68,0.25,0.67,0.08,0.09,0.19,0.14,2024
memsetSLY,920,1.01,192.7,1.05,0.69,128.7,0.71,0.18,0.67,0.08,0.09,0.3,0.12,2024
hvoyaXLG,363,1.01,196.6,0.97,0.7,138.3,0.72,0.26,0.74,0.11,0.08,0.27,0.13,2024
AmbiCGN,1361,1.01,188.9,0.97,0.74,124.3,0.66,0.4,0.68,0.08,0.08,0.28,0.12,2024
evolution,230,1.01,213.4,1.01,0.69,143.1,0.77,0.18,0.76,0.14,0.15,0.28,0.14,2024
zeikoshaINF,219,1.01,193.7,1.06,0.68,133.9,0.68,0.19,0.65,0.08,0.09,0.32,0.06,2024
mike,243,1.01,206.5,1.04,0.67,136.3,0.75,0.24,0.72,0.11,0.08,0.28,0.24,2024
BijuMRSH,1257,1.01,188.9,0.95,0.73,126.1,0.67,0.37,0.7,0.09,0.08,0.26,0.17,2024
PhattELV,1073,1.01,165.4,0.97,0.76,108.0,0.59,0.49,0.61,0.04,0.07,0.31,0.15,2024
k0ruptFUN,812,1.01,193.2,0.98,0.74,123.5,0.67,0.44,0.69,0.07,0.06,0.26,0.23,2024
samedTOG,755,1.01,225.8,1.07,0.66,148.2,0.81,0.16,0.75,0.16,0.19,0.28,0.16,2024
XenRSB,414,1.01,180.3,0.96,0.68,119.2,0.62,0.29,0.65,0.06,0.06,0.25,0.18,2024
AykeZ10,395,1.01,195.4,1.0,0.73,131.2,0.71,0.28,0.72,0.07,0.07,0.31,0.13,2024
SylFyNFX,222,1.01,198.5,1.08,0.69,134.7,0.7,0.2,0.65,0.07,0.07,0.22,0.31,2024
DazllyYN,1516,1.01,214.4,1.02,0.68,143.0,0.75,0.18,0.74,0.12,0.1,0.28,0.14,2024
NamikazeBB,399,1.01,191.0,1.02,0.72,124.3,0.68,0.32,0.67,0.06,0.09,0.2,0.13,2024
B1ngXun,635,1.01,195.7,1.02,0.68,133.3,0.69,0.19,0.68,0.07,0.09,0.32,0.18,2024
hyjinxHU,558,1.01,201.1,0.97,0.72,132.6,0.71,0.42,0.73,0.08,0.11,0.28,0.12,2024
NoiaSRG,433,1.01,203.7,1.08,0.72,133.5,0.73,0.17,0.68,0.08,0.08,0.28,0.19,2024
WitzOAS,685,1.01,197.1,1.02,0.75,130.2,0.68,0.42,0.66,0.06,0.1,0.2,0.14,2024
zek,368,1.01,214.2,1.02,0.69,144.0,0.77,0.15,0.75,0.11,0.09,0.26,0.17,2024
renzMU,388,1.01,192.5,1.04,0.71,129.7,0.7,0.22,0.67,0.09,0.07,0.24,0.19,2024
sSefSCC,648,1.01,191.3,0.99,0.74,124.3,0.66,0.41,0.67,0.06,0.08,0.29,0.14,2024
ZachaREEECB,1131,1.01,208.6,1.02,0.69,138.5,0.74,0.19,0.72,0.12,0.13,0.24,0.16,2024
MartuxMZP,379,1.01,217.2,1.0,0.7,140.2,0.75,0.34,0.75,0.13,0.11,0.24,0.19,2024
Sferonboti,395,1.01,201.7,0.99,0.7,132.3,0.7,0.43,0.71,0.06,0.09,0.29,0.16,2024
wezzyFN,478,1.01,215.5,1.0,0.69,143.9,0.76,0.23,0.76,0.14,0.12,0.32,0.16,2024
TouvenSUP,1343,1.01,195.5,0.96,0.72,133.2,0.67,0.35,0.7,0.08,0.11,0.27,0.12,2024
CaimGTZ,852,1.01,218.7,1.01,0.7,141.9,0.75,0.21,0.74,0.17,0.17,0.2,0.11,2024
str1keRTU,1497,1.01,209.3,1.01,0.7,138.0,0.73,0.24,0.72,0.1,0.12,0.26,0.18,2024
KilluaTLN,1566,1.01,214.4,1.08,0.71,140.0,0.77,0.2,0.71,0.11,0.1,0.36,0.16,2024
al1enCTLS,977,1.01,196.5,1.0,0.74,126.5,0.68,0.37,0.68,0.08,0.09,0.26,0.1,2024
socools0daNKT,872,1.01,198.3,1.02,0.72,129.9,0.71,0.33,0.69,0.07,0.09,0.34,0.15,2024
exyDK,1130,1.01,183.2,0.99,0.74,121.1,0.66,0.41,0.67,0.07,0.08,0.35,0.17,2024
JELLYDFC,522,1.01,193.2,0.95,0.74,129.9,0.67,0.3,0.7,0.07,0.05,0.26,0.1,2024
RedLightDK,1288,1.01,193.2,0.98,0.73,125.3,0.68,0.38,0.69,0.08,0.07,0.23,0.18,2024
BlackMooseElat,253,1.01,206.2,1.01,0.69,131.7,0.72,0.32,0.71,0.09,0.08,0.24,0.19,2024
DreamasGZ,646,1.01,201.6,1.02,0.68,137.4,0.71,0.17,0.69,0.09,0.08,0.22,0.15,2024
kryoPRZ,584,1.01,207.4,0.96,0.71,139.6,0.69,0.28,0.72,0.12,0.12,0.21,0.16,2024
luytaKIWI,477,1.01,191.4,1.04,0.71,129.3,0.68,0.24,0.65,0.08,0.06,0.29,0.12,2025
Flop1naROA,422,1.01,182.5,0.99,0.71,108.5,0.7,0.35,0.71,0.07,0.06,0.29,0.28,2025
skidd,353,1.01,177.9,0.96,0.76,112.4,0.64,0.53,0.67,0.06,0.06,0.24,0.29,2025
moiraHype,274,1.01,184.6,0.97,0.69,122.4,0.69,0.26,0.7,0.03,0.06,0.33,0.17,2025
FiachuuuDEWA.B,239,1.01,215.6,1.07,0.69,150.1,0.72,0.17,0.68,0.14,0.13,0.14,0.24,2025
theozyUW.GC,292,1.01,214.9,1.09,0.7,139.6,0.74,0.23,0.68,0.11,0.1,0.28,0.04,2025
Vefa,291,1.01,165.6,0.98,0.75,106.7,0.58,0.46,0.59,0.04,0.06,0.26,0.17,2025
Felix,227,1.01,210.3,0.96,0.73,137.8,0.72,0.46,0.74,0.08,0.06,0.21,0.23,2025
GrayseRAD,251,1.01,187.1,0.93,0.69,125.3,0.64,0.37,0.69,0.04,0.09,0.18,0.31,2025
opelPURR,382,1.01,181.5,1.05,0.76,122.5,0.65,0.29,0.63,0.08,0.05,0.17,0.35,2025
EffyITA,478,1.01,180.6,1.04,0.77,91.6,0.64,0.49,0.62,0.07,0.09,0.19,0.3,2025
misuYFP,630,1.01,196.3,1.04,0.75,129.3,0.71,0.29,0.68,0.07,0.09,0.26,0.14,2025
Ira,278,1.01,212.4,1.06,0.68,146.6,0.78,0.12,0.74,0.07,0.08,0.33,0.23,2025
DonutE3S,305,1.01,164.6,1.04,0.76,99.1,0.61,0.44,0.58,0.04,0.07,0.35,0.13,2025
NGenDK,848,1.01,182.4,1.0,0.72,123.9,0.64,0.32,0.64,0.07,0.07,0.25,0.14,2024
HANNMARU,906,1.01,235.3,1.05,0.66,150.1,0.82,0.17,0.78,0.17,0.17,0.27,0.15,2024
HeizzyRZN,457,1.01,196.7,0.97,0.68,131.2,0.71,0.25,0.73,0.09,0.1,0.33,0.16,2025
JerrwinSAD,457,1.01,222.1,1.01,0.68,146.7,0.77,0.2,0.76,0.17,0.16,0.24,0.03,2025
lazy,213,1.01,236.5,1.07,0.76,161.2,0.81,0.22,0.76,0.18,0.17,0.25,0.0,2025
baoM80,824,1.01,188.3,1.02,0.72,126.2,0.68,0.26,0.67,0.08,0.08,0.29,0.13,2025
OLIZERAMKF,768,1.01,209.8,1.06,0.69,138.7,0.74,0.22,0.7,0.12,0.1,0.25,0.17,2025
stellarYFP,407,1.01,187.2,0.96,0.73,123.8,0.66,0.43,0.69,0.05,0.05,0.2,0.18,2025
CRUNCHBBB,451,1.01,223.1,1.01,0.71,146.7,0.79,0.22,0.78,0.17,0.18,0.26,0.13,2025
tcondaZEN.GC,318,1.01,200.0,1.09,0.69,140.6,0.74,0.18,0.68,0.1,0.12,0.35,0.15,2025
gabiTêTLV,590,1.01,188.5,1.02,0.73,124.2,0.65,0.36,0.64,0.07,0.09,0.28,0.13,2025
KathrinaAVN.GC,240,1.01,189.6,0.94,0.74,113.4,0.64,0.52,0.68,0.04,0.05,0.15,0.19,2025
SandraQAD.GC,352,1.01,182.1,1.04,0.78,126.8,0.65,0.29,0.62,0.05,0.06,0.3,0.26,2025
mizubabe,243,1.01,174.5,1.01,0.74,120.1,0.63,0.41,0.62,0.05,0.09,0.32,0.1,2025
Gu1,266,1.01,180.9,0.97,0.73,121.1,0.64,0.37,0.65,0.04,0.03,0.25,0.19,2025
novaAlph,665,1.01,223.6,1.05,0.67,146.0,0.79,0.21,0.75,0.17,0.21,0.24,0.23,2025
gelocin,253,1.01,215.5,0.94,0.73,146.8,0.72,0.37,0.76,0.11,0.13,0.2,0.13,2025
ira,718,1.01,197.1,1.0,0.72,133.1,0.7,0.31,0.69,0.09,0.09,0.29,0.12,2025
dymentxr,428,1.01,186.9,0.95,0.74,121.5,0.67,0.39,0.71,0.09,0.09,0.23,0.17,2025
Break,364,1.01,204.4,1.01,0.7,130.4,0.71,0.29,0.7,0.12,0.09,0.4,0.14,2025
rutcioUNI,297,1.01,192.4,0.96,0.73,125.4,0.65,0.42,0.68,0.1,0.06,0.32,0.13,2025
bahaSUP,635,1.01,206.9,1.02,0.72,136.8,0.73,0.31,0.72,0.1,0.11,0.36,0.12,2025
6ixAGT,527,1.01,200.4,1.08,0.72,137.0,0.74,0.21,0.68,0.08,0.08,0.29,0.09,2025
dedmosBBB,521,1.01,200.2,0.95,0.74,129.6,0.68,0.4,0.72,0.08,0.08,0.24,0.19,2025
YuNoUCAM,779,1.01,187.8,0.99,0.73,120.0,0.66,0.41,0.67,0.08,0.09,0.26,0.16,2025
Adasmeee,254,1.01,184.7,0.95,0.76,125.3,0.64,0.48,0.67,0.09,0.08,0.29,0.2,2025
KlamranOver,319,1.01,195.6,1.04,0.73,130.4,0.7,0.28,0.67,0.08,0.07,0.28,0.13,2025
HateRC,634,1.01,195.0,1.03,0.7,127.9,0.71,0.18,0.69,0.08,0.09,0.31,0.13,2025
iluriMOUZ,371,1.01,163.1,0.96,0.76,104.8,0.57,0.46,0.6,0.04,0.08,0.32,0.28,2025
JellyMIBR.GC,275,1.01,200.1,0.99,0.72,130.4,0.71,0.32,0.71,0.11,0.08,0.28,0.13,2025
robzNOMA,205,1.01,191.6,1.11,0.75,116.5,0.72,0.2,0.65,0.1,0.07,0.3,0.14,2025
sayuriMIBR.GC,275,1.01,168.8,0.93,0.72,113.2,0.57,0.45,0.61,0.05,0.05,0.22,0.18,2025
smileyAMB,384,1.01,180.8,1.05,0.78,113.3,0.65,0.38,0.62,0.07,0.09,0.32,0.24,2025
AliWU,560,1.01,204.1,0.95,0.72,131.0,0.69,0.42,0.72,0.08,0.1,0.26,0.19,2025
nysHAASSP,603,1.01,175.3,0.92,0.73,113.3,0.61,0.42,0.66,0.05,0.06,0.35,0.17,2025
KyuM80,824,1.01,183.6,0.98,0.76,119.6,0.65,0.38,0.66,0.05,0.08,0.25,0.14,2025
frozFN,321,1.01,200.5,0.93,0.69,133.0,0.69,0.28,0.74,0.07,0.08,0.36,0.1,2025
sultanNAOS,271,1.01,170.3,0.96,0.79,111.8,0.61,0.44,0.63,0.05,0.04,0.33,0.07,2025
MasicGAL,232,1.01,224.8,1.09,0.71,144.1,0.77,0.16,0.7,0.21,0.16,0.21,0.13,2025
JN3v1cEFFV,441,1.01,172.9,0.94,0.75,117.5,0.61,0.37,0.65,0.05,0.07,0.27,0.12,2025
KippeiDIG,918,1.01,183.0,0.97,0.75,119.0,0.65,0.38,0.67,0.07,0.08,0.26,0.24,2025
byuchosfloMich,203,1.01,199.8,0.98,0.71,127.0,0.7,0.34,0.72,0.09,0.06,0.31,0.13,2025
icoRV,383,1.01,211.3,0.98,0.67,130.0,0.76,0.3,0.78,0.15,0.15,0.3,0.1,2025
jakeeYFP,407,1.01,201.9,1.03,0.71,126.8,0.75,0.32,0.73,0.1,0.11,0.28,0.14,2025
praskFSN,648,1.01,194.1,1.0,0.72,128.7,0.7,0.19,0.7,0.08,0.06,0.34,0.11,2025
PolviFMG,763,1.01,233.1,1.05,0.69,153.5,0.8,0.21,0.76,0.22,0.23,0.19,0.19,2025
waddleDSY,960,1.01,190.8,1.02,0.73,129.2,0.69,0.26,0.67,0.06,0.06,0.32,0.16,2025
furbsaNW,345,1.01,232.7,1.08,0.69,147.1,0.83,0.17,0.77,0.2,0.19,0.38,0.28,2025
Bull3tZFUE,447,1.01,220.8,1.03,0.72,141.3,0.77,0.31,0.74,0.13,0.11,0.34,0.1,2025
DRAKONZGRE,234,1.01,196.5,0.95,0.75,138.4,0.66,0.3,0.7,0.05,0.04,0.27,0.11,2025
sang,220,1.01,241.5,1.02,0.67,153.5,0.82,0.25,0.8,0.2,0.15,0.31,0.1,2024
CalvrixGENG,868,1.01,196.7,1.07,0.71,128.2,0.71,0.2,0.66,0.09,0.1,0.24,0.15,2024
MIYAZERARZN,323,1.01,189.9,0.98,0.7,132.4,0.69,0.35,0.71,0.07,0.07,0.33,0.16,2024
