player+team,rounds_played,vlr_rating,acs,kd,kast,adr,kpr,apr,dpr,fkpr,fdpr,hs_percent,cl_percent,year
XXiFTSM,612,1.1,199.3,1.13,0.74,139.1,0.69,0.29,0.61,0.06,0.07,0.24,0.16,2023
CrusFCY,469,1.1,212.5,1.12,0.71,141.3,0.76,0.16,0.68,0.09,0.08,0.3,0.11,2023
nerveQOR,1209,1.1,206.1,1.08,0.75,132.2,0.7,0.41,0.65,0.08,0.06,0.23,0.22,2023
MAGiKTWIS,938,1.1,211.9,1.11,0.73,136.4,0.77,0.38,0.69,0.06,0.08,0.32,0.14,2023
DisisJohnSGE,742,1.1,236.8,1.19,0.72,149.8,0.86,0.18,0.72,0.19,0.14,0.22,0.18,2023
SecondLoveOAS,574,1.1,229.7,1.1,0.73,153.1,0.79,0.22,0.72,0.1,0.09,0.25,0.14,2023
d0rfFPT,939,1.1,209.4,1.07,0.76,136.4,0.72,0.44,0.67,0.08,0.07,0.25,0.19,2023
seph1rothFS,845,1.1,252.2,1.17,0.7,158.2,0.87,0.19,0.74,0.23,0.18,0.26,0.25,2023
aloisSIB,285,1.1,244.3,1.16,0.71,150.0,0.85,0.14,0.73,0.2,0.16,0.26,0.05,2023
corteziaRED,1385,1.1,218.9,1.09,0.75,141.4,0.74,0.43,0.67,0.08,0.09,0.26,0.16,2023
LeviathanAGNBG,739,1.1,217.8,1.12,0.74,144.9,0.73,0.33,0.65,0.1,0.09,0.26,0.23,2023
acrianAMB,736,1.1,217.5,1.22,0.75,147.6,0.77,0.19,0.63,0.08,0.09,0.22,0.12,2023
snirotNSIC,596,1.1,225.0,1.16,0.71,147.3,0.8,0.22,0.69,0.16,0.15,0.21,0.16,2023
KsiazeSC,333,1.1,245.8,1.24,0.69,163.3,0.88,0.16,0.71,0.15,0.14,0.36,0.13,2023
hiroronnRC,1575,1.1,210.9,1.2,0.74,139.1,0.76,0.19,0.63,0.09,0.09,0.27,0.17,2023
LeareZTA,862,1.1,240.5,1.16,0.7,154.4,0.86,0.13,0.74,0.19,0.15,0.28,0.16,2023
RieNsTH,1470,1.1,207.5,1.11,0.75,136.8,0.73,0.35,0.65,0.07,0.07,0.33,0.23,2023
EstrellaDRX,1303,1.1,198.7,1.05,0.78,126.5,0.68,0.52,0.65,0.07,0.07,0.29,0.19,2023
CoffeeCG,914,1.1,236.4,1.11,0.73,155.1,0.8,0.24,0.72,0.15,0.12,0.2,0.24,2023
ZachaREEECB,491,1.1,214.1,1.17,0.78,131.1,0.73,0.39,0.63,0.11,0.04,0.22,0.14,2023
jfoeNPHX,1059,1.1,205.4,1.04,0.76,134.2,0.69,0.54,0.67,0.08,0.1,0.27,0.21,2023
monSiSRB,626,1.1,206.0,1.08,0.76,131.6,0.7,0.48,0.65,0.08,0.1,0.25,0.27,2023
Juu2K,965,1.1,214.8,1.17,0.71,141.1,0.74,0.18,0.64,0.11,0.08,0.21,0.15,2023
DepyroRAAD,1754,1.1,204.6,1.05,0.77,131.6,0.69,0.53,0.66,0.1,0.07,0.23,0.14,2023
NashFSY,341,1.1,211.6,1.11,0.78,133.8,0.77,0.41,0.69,0.06,0.04,0.24,0.16,2023
KIMB0ZEN,203,1.1,196.3,1.15,0.78,131.2,0.69,0.31,0.6,0.11,0.06,0.28,0.17,2023
AmbiCGN,658,1.1,225.3,1.13,0.72,147.0,0.8,0.17,0.71,0.19,0.15,0.22,0.23,2023
solutionAB3,714,1.1,200.1,1.16,0.73,130.6,0.73,0.32,0.63,0.08,0.07,0.32,0.18,2023
xavi8kDLSU,1120,1.1,217.7,1.1,0.77,142.8,0.75,0.43,0.68,0.1,0.09,0.2,0.09,2023
AgnesGHS,201,1.1,217.6,1.08,0.75,148.1,0.78,0.35,0.72,0.07,0.06,0.37,0.19,2023
LakiaGEN,1303,1.1,209.9,1.1,0.78,136.1,0.71,0.39,0.65,0.08,0.09,0.26,0.16,2023
mizuNOTT,1127,1.1,213.8,1.17,0.74,138.2,0.77,0.24,0.66,0.12,0.09,0.35,0.21,2023
ShunKZ,1265,1.1,195.1,1.1,0.77,130.6,0.7,0.35,0.63,0.07,0.05,0.33,0.16,2023
ThomVVT,208,1.1,196.2,1.24,0.74,128.0,0.71,0.32,0.57,0.09,0.11,0.35,0.4,2023
JpLSGZ,265,1.1,210.9,1.13,0.74,141.4,0.74,0.38,0.66,0.06,0.06,0.23,0.17,2023
WaspEF,311,1.1,239.2,1.11,0.71,153.9,0.8,0.35,0.72,0.14,0.11,0.37,0.11,2023
geezaMU,736,1.1,204.7,1.13,0.78,138.3,0.71,0.35,0.63,0.07,0.07,0.34,0.25,2023
KuuKaiCGZ,468,1.1,215.1,1.16,0.76,143.6,0.76,0.25,0.65,0.11,0.08,0.26,0.15,2023
MoothieCGZ,1104,1.1,215.9,1.12,0.71,140.3,0.76,0.33,0.68,0.09,0.1,0.32,0.13,2023
CaimGTZ,480,1.1,219.4,1.09,0.75,140.2,0.77,0.4,0.71,0.12,0.13,0.21,0.17,2023
HotsauzXIP,441,1.1,219.1,1.08,0.7,149.0,0.76,0.26,0.71,0.1,0.06,0.32,0.19,2023
SSSamiMLT,271,1.1,241.6,1.19,0.72,154.1,0.86,0.18,0.72,0.17,0.17,0.25,0.09,2023
eeiu100T,1289,1.1,193.9,1.17,0.78,128.4,0.71,0.39,0.6,0.05,0.04,0.29,0.16,2023
kiNggLEV,1778,1.1,202.8,1.14,0.77,132.5,0.72,0.37,0.63,0.09,0.07,0.3,0.16,2024
TenZSEN,1720,1.1,212.6,1.08,0.76,136.5,0.74,0.46,0.69,0.1,0.09,0.26,0.13,2024
ZmjjKKEDG,1824,1.1,263.7,1.22,0.69,161.5,0.92,0.22,0.75,0.21,0.18,0.24,0.16,2024
AlfajerFNC,1591,1.1,218.6,1.17,0.73,146.1,0.78,0.2,0.67,0.11,0.09,0.3,0.12,2024
sScaryBLD,652,1.1,208.5,1.09,0.77,135.9,0.73,0.38,0.67,0.08,0.06,0.26,0.13,2024
KaiTE,1428,1.1,216.1,1.15,0.7,143.4,0.79,0.18,0.69,0.15,0.13,0.29,0.04,2024
ApolloACEK,463,1.1,227.0,1.13,0.69,147.4,0.8,0.19,0.7,0.12,0.11,0.2,0.14,2023
KaronGEN,2405,1.1,197.1,1.1,0.76,128.3,0.71,0.41,0.65,0.08,0.06,0.32,0.16,2024
K4DAVRAM8,274,1.1,207.8,1.12,0.69,132.9,0.74,0.28,0.66,0.09,0.08,0.31,0.11,2024
IzzyEF,1012,1.1,214.2,1.17,0.72,141.6,0.77,0.19,0.66,0.15,0.11,0.29,0.1,2025
Tvnaso,402,1.1,217.1,1.13,0.74,137.8,0.78,0.39,0.69,0.07,0.08,0.34,0.14,2025
SereNaDRX.C,457,1.1,227.5,1.16,0.7,149.6,0.81,0.2,0.7,0.18,0.13,0.23,0.23,2023
NeliFKS.S,1031,1.1,200.8,1.09,0.76,127.3,0.72,0.39,0.66,0.07,0.06,0.27,0.17,2023
nessGX.GC,1586,1.1,213.9,1.14,0.75,142.8,0.75,0.26,0.66,0.09,0.07,0.27,0.18,2023
PuriNSR.IN,1056,1.1,200.6,1.09,0.78,131.8,0.7,0.53,0.64,0.08,0.08,0.31,0.17,2023
AddiFMG.GC,1067,1.1,218.1,1.1,0.75,140.2,0.76,0.34,0.69,0.1,0.08,0.21,0.14,2023
LujTWIS.O,1869,1.1,209.7,1.13,0.74,138.9,0.75,0.38,0.67,0.1,0.08,0.35,0.15,2023
maripoRIG.L,569,1.1,202.1,1.18,0.75,127.5,0.74,0.29,0.63,0.08,0.08,0.21,0.18,2023
itnothanFLY,890,1.1,191.8,1.04,0.79,123.8,0.66,0.55,0.64,0.06,0.04,0.23,0.08,2023
Ivory4F,1096,1.1,232.2,1.13,0.75,145.7,0.79,0.33,0.7,0.13,0.11,0.17,0.22,2023
AniitaaFATE.F,394,1.1,247.3,1.15,0.66,155.9,0.86,0.16,0.74,0.15,0.19,0.25,0.06,2023
AnnieDVM.MI,1342,1.1,226.7,1.18,0.72,146.2,0.8,0.15,0.68,0.14,0.09,0.32,0.09,2023
JiaSISU,238,1.1,235.5,1.12,0.73,159.4,0.81,0.26,0.73,0.09,0.14,0.19,0.13,2023
CatChaser,1078,1.1,229.7,1.09,0.74,146.0,0.79,0.4,0.73,0.12,0.13,0.21,0.24,2023
crazyguyRRQ,522,1.1,218.0,1.16,0.72,146.5,0.78,0.25,0.68,0.13,0.11,0.29,0.16,2025
duhTLBR,293,1.1,213.6,1.04,0.73,144.5,0.73,0.26,0.7,0.07,0.09,0.21,0.19,2025
ellyBrat,496,1.1,219.4,1.05,0.74,146.6,0.75,0.36,0.72,0.11,0.09,0.24,0.22,2023
yukinaTU.O,734,1.1,235.3,1.1,0.74,157.6,0.8,0.23,0.73,0.13,0.12,0.22,0.21,2023
Br0zgA,203,1.1,194.0,1.05,0.76,119.6,0.68,0.48,0.65,0.06,0.04,0.3,0.22,2025
lamellyVenn,754,1.1,187.8,1.1,0.79,116.0,0.66,0.48,0.6,0.07,0.07,0.24,0.25,2025
CoyoteNE,1079,1.1,244.2,1.18,0.72,155.5,0.84,0.19,0.71,0.18,0.14,0.23,0.17,2023
ARIANARCHISTYFP,673,1.1,230.4,1.11,0.71,153.1,0.8,0.3,0.72,0.12,0.14,0.21,0.21,2023
69ShinobuGB,593,1.1,230.4,1.12,0.69,147.2,0.79,0.28,0.71,0.11,0.09,0.21,0.15,2023
astrixeFF,636,1.1,223.2,1.13,0.71,148.7,0.8,0.21,0.71,0.12,0.12,0.32,0.19,2023
meribleu,676,1.1,238.7,1.12,0.69,158.0,0.84,0.19,0.75,0.16,0.12,0.26,0.14,2023
Scarlet,443,1.1,227.7,1.1,0.72,158.6,0.77,0.21,0.7,0.1,0.09,0.2,0.15,2023
mandinhakk,266,1.1,224.8,1.18,0.72,140.8,0.8,0.27,0.67,0.08,0.1,0.36,0.19,2023
LunaFox:3,588,1.1,215.9,1.08,0.72,146.9,0.72,0.4,0.67,0.1,0.08,0.25,0.23,2023
eluwuDXE.GC,877,1.1,242.0,1.18,0.71,154.0,0.84,0.18,0.71,0.23,0.16,0.27,0.2,2023
SouGnG.W,343,1.1,194.1,1.16,0.79,122.7,0.71,0.44,0.61,0.07,0.06,0.4,0.15,2023
piano,1189,1.1,180.4,1.05,0.8,117.0,0.62,0.51,0.6,0.06,0.05,0.26,0.23,2023
oluluTHE.K,1612,1.1,222.7,1.07,0.77,143.5,0.77,0.51,0.72,0.1,0.09,0.25,0.15,2023
DoriCYG,660,1.1,204.4,1.12,0.75,132.9,0.73,0.36,0.65,0.07,0.06,0.29,0.19,2023
romiaFL.GC,761,1.1,207.2,1.2,0.73,139.4,0.74,0.21,0.61,0.09,0.09,0.25,0.22,2023
ellaPXU.GC,1540,1.1,214.1,1.14,0.73,142.3,0.74,0.28,0.65,0.1,0.09,0.21,0.17,2023
Zeijou,548,1.1,205.4,1.05,0.78,133.9,0.72,0.45,0.69,0.04,0.04,0.21,0.21,2024
yumiPapa,743,1.1,212.5,1.14,0.77,140.5,0.77,0.28,0.68,0.08,0.07,0.29,0.14,2024
ewww,534,1.1,226.7,1.04,0.7,152.0,0.8,0.32,0.77,0.11,0.14,0.25,0.14,2024
Ririi1Scal,417,1.1,235.8,1.1,0.74,155.0,0.8,0.28,0.73,0.15,0.17,0.16,0.23,2024
mmoopingxFS.P,675,1.1,195.6,1.11,0.76,129.7,0.7,0.31,0.63,0.08,0.07,0.25,0.23,2024
efcyMCT.P,554,1.1,234.3,1.13,0.69,152.5,0.82,0.19,0.72,0.16,0.13,0.24,0.12,2024
Tinkerbell,487,1.1,253.3,1.13,0.7,162.7,0.86,0.21,0.76,0.19,0.16,0.18,0.17,2024
m1yuBZK.N,256,1.1,227.0,1.19,0.72,151.9,0.8,0.21,0.68,0.14,0.08,0.34,0.14,2024
PeterBarkerEMUs,834,1.1,219.9,1.09,0.73,141.3,0.76,0.42,0.7,0.11,0.08,0.24,0.14,2024
LizAVLNT,1415,1.1,232.0,1.19,0.7,152.1,0.84,0.14,0.71,0.15,0.13,0.37,0.17,2024
CamiFSX,1244,1.1,210.0,1.08,0.76,136.7,0.76,0.39,0.7,0.1,0.07,0.33,0.16,2024
nukkyeGX,973,1.1,207.3,1.09,0.73,141.7,0.72,0.32,0.66,0.08,0.07,0.22,0.15,2023
RuxicNAVI,291,1.1,212.7,1.08,0.79,137.4,0.73,0.41,0.68,0.09,0.11,0.28,0.11,2025
zekkenSEN,681,1.1,237.0,1.1,0.72,159.7,0.8,0.27,0.73,0.14,0.14,0.23,0.23,2023
Pa1ntSRB,655,1.1,258.6,1.17,0.72,163.2,0.88,0.2,0.75,0.22,0.2,0.26,0.18,2025
AaceFL,773,1.1,238.3,1.25,0.74,151.7,0.85,0.19,0.68,0.14,0.1,0.36,0.18,2025
Jake,252,1.1,214.5,1.18,0.75,136.3,0.79,0.35,0.67,0.12,0.11,0.25,0.11,2025
AnimaEF,1012,1.1,188.5,1.08,0.76,123.3,0.66,0.4,0.61,0.05,0.05,0.28,0.11,2025
CrewenBCF,887,1.1,201.4,1.17,0.73,132.5,0.73,0.25,0.62,0.08,0.07,0.34,0.2,2025
SimonD4rkDSY,960,1.1,240.5,1.13,0.72,158.7,0.84,0.19,0.75,0.2,0.18,0.22,0.12,2025
PallaSTE,364,1.1,259.8,1.16,0.75,165.0,0.87,0.24,0.76,0.26,0.22,0.25,0.2,2025
GrTwFLK,1152,1.1,217.8,1.18,0.75,144.9,0.77,0.21,0.65,0.1,0.07,0.27,0.17,2024
CXIX666MGLZ,244,1.1,205.9,1.18,0.75,135.9,0.74,0.25,0.63,0.1,0.07,0.25,0.21,2024
frzLOS,500,1.1,202.5,1.13,0.76,135.8,0.69,0.3,0.61,0.05,0.06,0.26,0.1,2025
prozinRED,485,1.1,205.3,1.14,0.73,136.6,0.74,0.26,0.65,0.07,0.07,0.27,0.17,2025
jzzLOS,500,1.1,223.7,1.18,0.73,146.3,0.79,0.24,0.67,0.14,0.1,0.25,0.24,2025
Kezyun,306,1.09,218.9,1.22,0.71,127.5,0.79,0.22,0.65,0.14,0.11,0.33,0.31,2025
Meowmallow,252,1.09,243.2,1.04,0.73,156.9,0.85,0.34,0.82,0.13,0.09,0.26,0.22,2025
MoritaROA,283,1.09,235.3,1.17,0.7,129.6,0.85,0.17,0.73,0.18,0.12,0.34,0.22,2025
RiceRIMA,320,1.09,215.1,1.12,0.71,140.1,0.77,0.38,0.68,0.07,0.11,0.25,0.15,2025
jademwahSK.N,923,1.09,188.6,1.11,0.78,122.7,0.69,0.48,0.63,0.06,0.07,0.28,0.18,2025
cabbitSK.N,923,1.09,216.5,1.14,0.76,144.3,0.74,0.32,0.65,0.1,0.08,0.29,0.19,2025
BattisonSaD,476,1.09,248.8,1.13,0.73,162.7,0.84,0.22,0.75,0.2,0.12,0.3,0.09,2025
yoko,275,1.09,185.2,1.14,0.76,119.4,0.69,0.25,0.61,0.08,0.04,0.42,0.17,2025
c4tnipzCX,238,1.09,232.5,1.09,0.66,155.5,0.79,0.21,0.73,0.21,0.22,0.23,0.25,2025
sumii,289,1.09,210.0,1.12,0.72,138.3,0.78,0.31,0.7,0.05,0.06,0.23,0.17,2025
ennGANG,264,1.09,201.9,1.07,0.79,130.4,0.71,0.45,0.67,0.05,0.04,0.25,0.17,2025
SylleneFF,441,1.09,225.9,1.13,0.71,146.6,0.79,0.24,0.7,0.13,0.12,0.32,0.11,2025
UnbalanceFrui,543,1.09,184.8,1.0,0.77,118.4,0.66,0.54,0.66,0.04,0.05,0.27,0.28,2025
IncredibleEQZ,481,1.09,204.3,1.08,0.75,138.1,0.72,0.37,0.66,0.09,0.06,0.21,0.21,2025
NOBITADIG,918,1.09,213.6,1.11,0.73,141.2,0.74,0.28,0.67,0.1,0.1,0.31,0.14,2025
chapixLIL,334,1.09,233.4,1.12,0.69,146.2,0.81,0.29,0.72,0.11,0.1,0.25,0.11,2025
MunchkinGEN,486,1.09,211.3,1.1,0.76,138.3,0.71,0.38,0.65,0.11,0.08,0.24,0.11,2025
CyvOphVIT,155,1.09,223.4,1.11,0.68,132.5,0.77,0.32,0.69,0.09,0.08,0.33,0.06,2025
rezqDVM.MI,1344,1.09,253.4,1.22,0.72,160.6,0.88,0.2,0.72,0.24,0.18,0.24,0.22,2024
HakuNaRIG.L,545,1.09,192.8,1.13,0.71,130.4,0.68,0.22,0.6,0.07,0.06,0.25,0.21,2024
Flex1nDRG,552,1.09,207.3,1.07,0.71,136.1,0.74,0.42,0.69,0.07,0.09,0.27,0.0,2025
MiradaNinjaFG,624,1.09,207.7,1.21,0.73,135.7,0.73,0.29,0.61,0.1,0.07,0.26,0.1,2025
MadelynVLT,499,1.09,178.8,1.21,0.78,116.9,0.64,0.39,0.53,0.03,0.05,0.22,0.14,2025
JackalAilu,252,1.09,195.6,1.05,0.73,133.5,0.69,0.32,0.66,0.09,0.06,0.26,0.07,2025
solutionAB3,447,1.09,201.2,1.11,0.75,130.9,0.72,0.34,0.65,0.05,0.07,0.35,0.12,2025
ki1wsyZ11,576,1.09,212.3,1.12,0.71,141.7,0.75,0.3,0.67,0.09,0.08,0.29,0.14,2025
HermesBFX,673,1.09,217.2,1.15,0.74,133.9,0.77,0.17,0.67,0.16,0.12,0.22,0.13,2025
PyroFUN,544,1.09,209.8,1.05,0.74,136.7,0.7,0.36,0.67,0.11,0.06,0.2,0.19,2025
SUYGETSUKC,342,1.09,190.6,1.15,0.77,124.6,0.69,0.38,0.6,0.08,0.09,0.46,0.11,2025
N4RRATESEN,669,1.09,208.7,1.04,0.76,138.5,0.71,0.41,0.68,0.08,0.06,0.24,0.22,2025
Zyc0SadH,253,1.09,195.1,1.04,0.74,131.0,0.67,0.47,0.64,0.06,0.04,0.31,0.14,2025
RieNsTH,350,1.09,210.2,1.1,0.79,140.4,0.75,0.34,0.68,0.1,0.06,0.42,0.1,2025
UnfairFKS,415,1.09,228.3,1.12,0.7,153.1,0.8,0.2,0.71,0.11,0.09,0.33,0.09,2024
lucasMFC,756,1.09,197.4,1.09,0.76,128.8,0.7,0.42,0.64,0.05,0.07,0.32,0.16,2024
dthKAMI,643,1.09,213.5,1.14,0.71,145.4,0.76,0.23,0.67,0.1,0.07,0.34,0.1,2024
lg1c,1150,1.09,222.0,1.16,0.71,145.0,0.8,0.16,0.69,0.18,0.15,0.26,0.16,2024
KwixyESC,477,1.09,209.8,1.07,0.72,144.2,0.73,0.29,0.68,0.09,0.07,0.32,0.15,2024
DeathTAE,208,1.09,207.3,1.15,0.72,139.0,0.75,0.13,0.66,0.09,0.1,0.32,0.2,2024
LogicKine,376,1.09,213.4,1.13,0.71,138.5,0.77,0.13,0.68,0.12,0.08,0.22,0.11,2023
BubblesSKR,336,1.09,215.4,1.04,0.74,146.1,0.71,0.37,0.68,0.1,0.08,0.2,0.05,2023
Crys,239,1.09,253.4,1.16,0.73,153.1,0.87,0.17,0.75,0.15,0.14,0.21,0.29,2025
JiexKC.GC,710,1.09,209.6,1.13,0.75,134.4,0.76,0.38,0.67,0.09,0.09,0.33,0.29,2025
natzRRQA,345,1.09,226.7,1.16,0.72,140.7,0.81,0.23,0.7,0.13,0.09,0.29,0.11,2025
MametuRRX,226,1.09,232.0,1.16,0.7,146.3,0.82,0.23,0.7,0.13,0.12,0.33,0.17,2025
pundaANTC,207,1.09,227.2,1.15,0.71,148.2,0.76,0.31,0.66,0.13,0.14,0.25,0.21,2024
KushaySaD,536,1.09,204.6,1.08,0.76,136.8,0.72,0.41,0.66,0.1,0.1,0.32,0.23,2024
GoasterZER,919,1.09,227.3,1.1,0.72,148.8,0.8,0.19,0.73,0.18,0.13,0.24,0.12,2024
KessUT,382,1.09,213.9,1.06,0.72,137.0,0.74,0.46,0.69,0.07,0.06,0.18,0.21,2024
cro3NLR,448,1.09,215.6,1.06,0.71,139.3,0.75,0.32,0.71,0.09,0.08,0.31,0.13,2024
KILLDREAMGMB,1411,1.09,226.8,1.16,0.73,147.0,0.8,0.3,0.69,0.15,0.13,0.26,0.17,2024
bKcDVT,724,1.09,226.7,1.07,0.72,148.2,0.78,0.37,0.74,0.1,0.1,0.2,0.11,2023
MekachooHira,366,1.09,248.8,1.08,0.7,167.1,0.85,0.23,0.78,0.22,0.2,0.22,0.18,2023
snowy owlUxMi,493,1.09,222.5,1.11,0.75,142.0,0.75,0.3,0.67,0.09,0.1,0.14,0.16,2023
XiXiTE.GC,246,1.09,249.8,1.33,0.68,155.8,0.9,0.17,0.67,0.17,0.15,0.25,0.24,2023
apricot,234,1.09,197.5,1.1,0.78,123.6,0.69,0.43,0.63,0.07,0.04,0.23,0.16,2023
mooNHMMR,826,1.09,220.4,1.12,0.74,143.1,0.77,0.22,0.69,0.19,0.14,0.31,0.18,2023
drnZIK,1225,1.09,202.7,1.07,0.74,131.1,0.7,0.4,0.66,0.06,0.09,0.2,0.16,2023
MayzinK7,318,1.09,231.2,1.11,0.7,154.4,0.81,0.23,0.74,0.16,0.13,0.18,0.06,2023
JinxBLZE,999,1.09,209.7,1.01,0.75,138.2,0.71,0.51,0.7,0.09,0.08,0.25,0.16,2023
chiwaBBL,1367,1.09,208.5,1.15,0.71,140.5,0.75,0.22,0.65,0.08,0.07,0.28,0.12,2024
ByronHGE,556,1.09,199.8,1.08,0.72,131.1,0.71,0.36,0.66,0.06,0.06,0.25,0.18,2024
GaryDaSnailFUN,510,1.09,211.5,1.13,0.71,144.9,0.77,0.18,0.68,0.1,0.08,0.33,0.13,2024
CantzerEE,389,1.09,219.1,1.03,0.67,144.9,0.75,0.24,0.73,0.09,0.05,0.29,0.17,2024
koupertNS,378,1.09,227.4,1.16,0.71,145.9,0.8,0.33,0.69,0.11,0.09,0.25,0.19,2024
HateRC,1096,1.09,219.0,1.1,0.72,142.8,0.78,0.29,0.71,0.1,0.1,0.37,0.19,2024
melyaGree,316,1.09,219.0,1.15,0.72,144.8,0.79,0.27,0.69,0.09,0.1,0.3,0.06,2024
pennyYFP,1304,1.09,234.4,1.12,0.72,154.0,0.79,0.21,0.71,0.16,0.15,0.21,0.14,2024
alymNBG,382,1.09,237.0,1.15,0.69,155.3,0.83,0.2,0.73,0.22,0.2,0.26,0.19,2024
MabuchiYN,1638,1.09,232.9,1.14,0.72,152.1,0.83,0.16,0.73,0.17,0.13,0.24,0.17,2024
zeeqHB,234,1.09,205.1,1.08,0.74,139.3,0.71,0.26,0.66,0.06,0.09,0.27,0.09,2024
ACHRFQAD,1412,1.09,204.8,1.1,0.75,135.7,0.71,0.33,0.65,0.08,0.08,0.26,0.14,2024
KiNoJDG,835,1.09,234.1,1.14,0.71,150.4,0.85,0.15,0.75,0.18,0.15,0.3,0.18,2024
spike2G,1749,1.09,227.3,1.1,0.75,146.8,0.78,0.36,0.71,0.12,0.13,0.27,0.18,2024
CaedyeRID,1331,1.09,236.0,1.17,0.74,151.5,0.82,0.23,0.7,0.14,0.11,0.3,0.19,2024
PotatoeDTL,205,1.09,204.6,1.09,0.76,130.3,0.7,0.45,0.64,0.08,0.05,0.21,0.35,2024
DerknguyenUNC.DN,585,1.09,214.9,1.11,0.72,144.6,0.76,0.26,0.69,0.07,0.08,0.32,0.12,2024
pckwNDATH,391,1.09,222.9,1.07,0.69,152.4,0.75,0.26,0.7,0.1,0.08,0.2,0.18,2023
PrecisionDB,736,1.09,185.2,1.07,0.78,119.9,0.63,0.53,0.59,0.07,0.07,0.28,0.16,2023
tinchoffGRE,801,1.09,192.3,1.11,0.73,129.7,0.7,0.23,0.63,0.07,0.07,0.29,0.18,2023
ntkODM,1683,1.09,198.7,1.09,0.76,127.7,0.68,0.44,0.63,0.07,0.08,0.21,0.19,2023
baddyGDSY,1458,1.09,203.7,1.1,0.75,131.6,0.71,0.41,0.65,0.07,0.08,0.25,0.19,2023
panccHERO,1683,1.09,209.9,1.18,0.73,139.3,0.73,0.23,0.62,0.1,0.08,0.24,0.18,2023
KishiXØ,906,1.09,189.8,1.05,0.75,124.3,0.68,0.43,0.64,0.06,0.06,0.33,0.15,2024
zajYDZ,733,1.09,224.9,1.11,0.72,153.6,0.79,0.25,0.72,0.1,0.09,0.36,0.09,2024
LenXBTR,1243,1.09,214.7,1.13,0.76,140.2,0.75,0.38,0.66,0.1,0.09,0.24,0.17,2024
SAYLEDRDY,380,1.09,215.5,1.08,0.75,140.0,0.71,0.5,0.66,0.1,0.06,0.24,0.13,2024
silentttELV,1073,1.09,200.4,1.14,0.76,133.1,0.73,0.26,0.63,0.09,0.06,0.27,0.17,2024
SkRossiVLT,1369,1.09,220.9,1.15,0.72,142.7,0.77,0.26,0.67,0.11,0.09,0.27,0.15,2024
TioTXR,1121,1.09,197.4,1.08,0.76,130.9,0.69,0.35,0.64,0.06,0.06,0.21,0.16,2024
Pa1ntSRB,1432,1.09,253.4,1.17,0.72,159.0,0.87,0.17,0.75,0.23,0.17,0.28,0.15,2024
zeryDIV,1008,1.09,239.7,1.1,0.68,162.8,0.83,0.2,0.76,0.18,0.16,0.25,0.16,2024
LeareZTA,935,1.09,242.7,1.15,0.68,158.1,0.85,0.17,0.74,0.17,0.17,0.28,0.13,2024
DeryeonGE,1349,1.09,221.7,1.21,0.76,141.5,0.79,0.25,0.66,0.14,0.1,0.24,0.14,2023
LeosenSGE,742,1.09,234.9,1.14,0.73,157.6,0.84,0.22,0.74,0.14,0.12,0.33,0.14,2023
KehmicalsTOR,770,1.09,229.9,1.15,0.74,148.3,0.82,0.2,0.71,0.18,0.15,0.16,0.19,2023
NottaOTF,269,1.09,203.8,1.07,0.77,139.5,0.69,0.32,0.65,0.07,0.08,0.29,0.1,2023
ZoeRRX,461,1.09,232.3,1.1,0.71,148.1,0.81,0.25,0.74,0.2,0.16,0.26,0.08,2023
braxT1,754,1.09,191.8,1.23,0.76,131.3,0.71,0.2,0.57,0.08,0.07,0.31,0.2,2023
BonOver,329,1.09,193.0,1.1,0.73,128.5,0.7,0.35,0.64,0.04,0.04,0.28,0.13,2024
IceyKLRU,361,1.09,211.4,1.12,0.71,137.9,0.76,0.33,0.68,0.08,0.08,0.3,0.16,2024
NRKHOF,351,1.09,226.2,1.1,0.74,151.0,0.79,0.29,0.72,0.12,0.09,0.26,0.1,2024
ALIVEACE,1367,1.09,224.7,1.14,0.7,149.8,0.79,0.17,0.69,0.16,0.14,0.26,0.1,2024
SunfaNROA,382,1.09,210.6,1.02,0.76,137.8,0.72,0.46,0.71,0.06,0.07,0.22,0.09,2024
szorenEXO,1145,1.09,214.8,1.13,0.73,139.7,0.78,0.36,0.69,0.08,0.1,0.28,0.13,2024
asphyxiaGE,229,1.09,218.2,1.14,0.76,141.6,0.8,0.38,0.7,0.11,0.08,0.3,0.37,2024
Sh0paN,308,1.09,225.6,1.17,0.73,147.9,0.81,0.23,0.69,0.12,0.12,0.21,0.15,2024
PotterFS,1402,1.09,241.7,1.12,0.69,159.9,0.85,0.17,0.75,0.19,0.18,0.29,0.2,2024
LiserIL,488,1.09,231.7,1.16,0.7,148.2,0.82,0.16,0.71,0.17,0.14,0.24,0.13,2023
miniatureDTL,333,1.09,235.7,1.12,0.72,157.2,0.79,0.27,0.7,0.18,0.11,0.32,0.07,2023
nephhBLG,1417,1.09,205.3,1.07,0.77,132.2,0.72,0.43,0.67,0.08,0.06,0.22,0.17,2023
HANNMARU,607,1.09,249.4,1.15,0.7,159.2,0.88,0.2,0.76,0.21,0.12,0.25,0.1,2023
popogachiIGZ,1162,1.09,205.4,1.08,0.74,137.2,0.7,0.35,0.65,0.07,0.06,0.23,0.17,2023
CTCWTR,1225,1.09,205.6,1.1,0.77,133.3,0.73,0.38,0.66,0.09,0.07,0.25,0.18,2023
xueHB,613,1.09,224.5,1.17,0.76,144.9,0.78,0.34,0.67,0.12,0.1,0.27,0.25,2023
